cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
3.0666E+13,S,Monte Vista High,Newport-Mesa Unified,Orange,41,3,*,*,*,*,*
3.0666E+13,S,Corona del Mar High,Newport-Mesa Unified,Orange,394,171,568,595,572,139,81.29
3.0666E+13,S,Costa Mesa High,Newport-Mesa Unified,Orange,258,103,495,500,486,44,42.72
3.0666E+13,S,Estancia High,Newport-Mesa Unified,Orange,236,86,442,452,439,23,26.74
3.0666E+13,S,Newport Harbor High,Newport-Mesa Unified,Orange,605,282,519,527,512,160,56.74
3.06662E+13,D,,Orange Unified,Orange,2409,966,518,530,514,536,55.49
3.06662E+13,S,OUSD Home Sch,Orange Unified,Orange,26,0,NA,NA,NA,NA,NA
3.06662E+13,S,Canyon High,Orange Unified,Orange,597,365,539,546,536,227,62.19
3.06662E+13,S,El Modena High,Orange Unified,Orange,495,182,522,534,510,114,62.64
3.06662E+13,S,Orange High,Orange Unified,Orange,405,114,431,453,427,22,19.3
3.06662E+13,S,Villa Park High,Orange Unified,Orange,603,305,523,536,524,173,56.72
3.06665E+13,D,,Placentia-Yorba Linda Unified,Orange,2168,1096,533,564,532,712,64.96
3.06665E+13,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,453,296,537,575,539,203,68.58
3.06665E+13,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,452,242,528,559,525,153,63.22
3.06665E+13,S,La Entrada High,Placentia-Yorba Linda Unified,Orange,36,4,*,*,*,*,*
3.06665E+13,S,El Dorado High,Placentia-Yorba Linda Unified,Orange,470,241,530,549,518,154,63.9
3.06665E+13,S,Valencia High,Placentia-Yorba Linda Unified,Orange,583,302,539,574,542,197,65.23
3.06665E+13,S,Parkview,Placentia-Yorba Linda Unified,Orange,17,11,525,484,524,4,36.36
3.06667E+13,D,,Santa Ana Unified,Orange,4265,1858,448,461,451,545,29.33
3.06667E+13,S,Nova Academy,Santa Ana Unified,Orange,70,42,431,435,430,5,11.9
3.06667E+13,S,Segerstrom High,Santa Ana Unified,Orange,671,385,459,470,469,119,30.91
3.06667E+13,S,Hector G. Godinez,Santa Ana Unified,Orange,645,364,454,478,456,115,31.59
3.06667E+13,S,Century High,Santa Ana Unified,Orange,432,196,388,397,390,16,8.16
3.06667E+13,S,Middle College High,Santa Ana Unified,Orange,74,70,488,503,498,27,38.57
3.06667E+13,S,OCSA,Santa Ana Unified,Orange,329,248,576,558,568,201,81.05
3.06667E+13,S,Lorin Griset Academy,Santa Ana Unified,Orange,258,2,*,*,*,*,*
3.06667E+13,S,Saddleback High,Santa Ana Unified,Orange,402,121,409,435,412,18,14.88
3.06667E+13,S,Santa Ana High,Santa Ana Unified,Orange,656,252,396,412,401,20,7.94
3.06667E+13,S,Valley High,Santa Ana Unified,Orange,468,178,388,417,388,24,13.48
3.07364E+13,D,,Saddleback Valley Unified,Orange,2728,1249,543,560,532,868,69.5
3.07364E+13,S,El Toro High,Saddleback Valley Unified,Orange,665,325,536,563,529,220,67.69
3.07364E+13,S,Laguna Hills High,Saddleback Valley Unified,Orange,418,184,550,556,538,132,71.74
3.07364E+13,S,Trabuco Hills High,Saddleback Valley Unified,Orange,792,399,550,565,538,283,70.93
3.07364E+13,S,Mira Monte High (Alternative),Saddleback Valley Unified,Orange,30,5,*,*,*,*,*
3.07364E+13,S,Mission Viejo High,Saddleback Valley Unified,Orange,590,336,539,552,526,230,68.45
3.07364E+13,D,,Tustin Unified,Orange,1797,969,536,554,545,606,62.54
3.07364E+13,S,Arnold O. Beckman High,Tustin Unified,Orange,589,387,567,604,582,294,75.97
3.07364E+13,S,Foothill High,Tustin Unified,Orange,599,354,546,556,560,243,68.64
3.07364E+13,S,Tustin High,Tustin Unified,Orange,503,228,468,465,458,69,30.26
3.07365E+13,D,,Irvine Unified,Orange,2105,1281,595,642,606,1110,86.65
3.07365E+13,S,Creekside High,Irvine Unified,Orange,68,1,*,*,*,*,*
3.07365E+13,S,Irvine High,Irvine Unified,Orange,428,242,592,640,603,208,85.95
3.07365E+13,S,Woodbridge High,Irvine Unified,Orange,559,349,559,609,571,278,79.66
3.07365E+13,S,Alternative Education-San Joaquin High,Irvine Unified,Orange,17,2,*,*,*,*,*
3.07365E+13,S,Northwood High,Irvine Unified,Orange,462,335,607,648,619,304,90.75
3.07365E+13,S,University High,Irvine Unified,Orange,567,352,623,672,630,318,90.34
3.07392E+13,D,,Los Alamitos Unified,Orange,755,532,544,553,535,351,65.98
3.07392E+13,S,Laurel High (Continuation),Los Alamitos Unified,Orange,11,1,*,*,*,*,*
3.07392E+13,S,Los Alamitos High,Los Alamitos Unified,Orange,740,531,544,554,536,351,66.1
3.1E+13,C,,,Placer,5822,2897,524,532,514,1731,59.75
3.11031E+13,D,,Placer County Office of Educat,Placer,43,0,NA,NA,NA,NA,NA
3.1668E+13,D,,Colfax Elementary,Placer,40,0,NA,NA,NA,NA,NA
3.1668E+13,S,CORE Placer Charter,Colfax Elementary,Placer,40,0,NA,NA,NA,NA,NA
3.16685E+13,D,,Loomis Union Elementary,Placer,13,0,NA,NA,NA,NA,NA
3.16685E+13,S,John Adams Academy,Loomis Union Elementary,Placer,13,0,NA,NA,NA,NA,NA
3.16689E+13,D,,Placer Union High,Placer,1114,498,536,541,519,309,62.05
3.16689E+13,S,Foresthill High,Placer Union High,Placer,58,28,508,516,477,11,39.29
3.16689E+13,S,Maidu High Independent Study,Placer Union High,Placer,57,1,*,*,*,*,*
3.16689E+13,S,Colfax High,Placer Union High,Placer,182,88,554,540,537,53,60.23
3.16689E+13,S,Del Oro High,Placer Union High,Placer,416,238,539,552,523,164,68.91
3.16689E+13,S,Placer High,Placer Union High,Placer,326,143,527,527,510,81,56.64
3.16693E+13,D,,Roseville Joint Union High,Placer,2597,1528,521,531,514,892,58.38
3.16693E+13,S,Antelope High,Roseville Joint Union High,Placer,466,287,480,483,476,104,36.24
3.16693E+13,S,Independence High (Alternative),Roseville Joint Union High,Placer,105,4,*,*,*,*,*
3.16693E+13,S,Woodcreek High,Roseville Joint Union High,Placer,527,312,528,541,522,198,63.46
3.16693E+13,S,Granite Bay High,Roseville Joint Union High,Placer,522,387,560,577,555,308,79.59
3.16693E+13,S,Oakmont High,Roseville Joint Union High,Placer,402,258,523,533,508,152,58.91
3.16693E+13,S,Roseville High,Roseville Joint Union High,Placer,487,280,497,506,492,129,46.07
3.16694E+13,D,,Tahoe-Truckee Unified,Placer,222,114,505,513,496,60,52.63
3.16694E+13,S,North Tahoe High,Tahoe-Truckee Unified,Placer,63,37,505,522,500,20,54.05
3.16694E+13,S,Sierra High (Continuation),Tahoe-Truckee Unified,Placer,24,3,*,*,*,*,*
3.16694E+13,S,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,127,74,509,510,498,39,52.7
3.16695E+13,D,,Western Placer Unified,Placer,773,172,499,490,472,78,45.35
3.16695E+13,S,Partnerships for Student-Centered Learni,Western Placer Unified,Placer,166,0,NA,NA,NA,NA,NA
3.16695E+13,S,Horizon Charter,Western Placer Unified,Placer,212,38,509,494,474,17,44.74
3.16695E+13,S,Lincoln High,Western Placer Unified,Placer,348,134,496,489,471,61,45.52
3.17509E+13,D,,Rocklin Unified,Placer,969,556,533,542,526,368,66.19
3.17509E+13,S,Whitney High,Rocklin Unified,Placer,433,258,517,521,513,143,55.43
3.17509E+13,S,Rocklin Independent Charter Academy,Rocklin Unified,Placer,28,0,NA,NA,NA,NA,NA
3.17509E+13,S,Rocklin High,Rocklin Unified,Placer,441,298,546,561,537,225,75.5
3.17657E+13,D,,SBE - Western Sierra Collegiat,Placer,48,29,589,541,564,24,82.76
3.17657E+13,S,Western Sierra Collegiate Academy,SBE - Western Sierra Collegiat,Placer,48,29,589,541,564,24,82.76
3.2E+13,C,,,Plumas,180,53,526,517,507,31,58.49
3.26697E+13,D,,Plumas Unified,Plumas,178,53,526,517,507,31,58.49
3.26697E+13,S,Plumas Charter,Plumas Unified,Plumas,26,2,*,*,*,*,*
3.26697E+13,S,Chester Junior/Senior High,Plumas Unified,Plumas,38,17,509,540,508,9,52.94
3.26697E+13,S,Greenville Junior/Senior High,Plumas Unified,Plumas,15,1,*,*,*,*,*
3.26697E+13,S,Portola Junior/Senior High,Plumas Unified,Plumas,39,15,522,477,493,8,53.33
3.26697E+13,S,Quincy Junior/Senior High,Plumas Unified,Plumas,54,18,528,511,506,12,66.67
3.3E+13,C,,,Riverside,34424,12905,471,477,466,4652,36.05
3.31033E+13,D,,Riverside County Office of Edu,Riverside,1012,40,520,495,491,24,60
3.31033E+13,S,River Springs Charter,Riverside County Office of Edu,Riverside,187,40,520,495,491,24,60
3.31033E+13,S,Riverside County Education Academy,Riverside County Office of Edu,Riverside,16,0,NA,NA,NA,NA,NA
3.31033E+13,S,Come Back Kids,Riverside County Office of Edu,Riverside,193,0,NA,NA,NA,NA,NA
3.31033E+13,S,Gateway College and Career Academy,Riverside County Office of Edu,Riverside,141,0,NA,NA,NA,NA,NA
3.31033E+13,S,Riverside County Opportunity,Riverside County Office of Edu,Riverside,53,0,NA,NA,NA,NA,NA
3.36698E+13,D,,Alvord Unified,Riverside,1500,466,454,464,451,132,28.33
3.36698E+13,S,Alvord Alternative Continuation High,Alvord Unified,Riverside,106,0,NA,NA,NA,NA,NA
3.36698E+13,S,La Sierra High,Alvord Unified,Riverside,712,297,455,468,449,85,28.62
3.36698E+13,S,Norte Vista High,Alvord Unified,Riverside,480,169,453,458,455,47,27.81
3.36699E+13,D,,Banning Unified,Riverside,299,100,419,408,416,11,11
3.36699E+13,S,Banning High,Banning Unified,Riverside,223,100,419,408,416,11,11
3.36699E+13,S,Banning Independent Study,Banning Unified,Riverside,29,0,NA,NA,NA,NA,NA
3.36699E+13,D,,Beaumont Unified,Riverside,623,217,462,465,465,78,35.94
3.36699E+13,S,Beaumont Senior High,Beaumont Unified,Riverside,554,217,462,465,465,78,35.94
3.36703E+13,D,,Corona-Norco Unified,Riverside,4421,2106,487,498,482,918,43.59
3.36703E+13,S,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,784,468,475,484,476,185,39.53
3.36703E+13,S,John F. Kennedy High,Corona-Norco Unified,Riverside,166,104,491,479,481,42,40.38
3.36703E+13,S,Corona-Norco Alternative,Corona-Norco Unified,Riverside,66,0,NA,NA,NA,NA,NA
3.36703E+13,S,Centennial High,Corona-Norco Unified,Riverside,692,402,497,515,490,188,46.77
3.36703E+13,S,Lee V. Pollard High,Corona-Norco Unified,Riverside,587,2,*,*,*,*,*
3.36703E+13,S,Santiago High,Corona-Norco Unified,Riverside,834,594,501,511,492,307,51.68
3.36703E+13,S,Corona High,Corona-Norco Unified,Riverside,682,291,473,483,470,103,35.4
3.36703E+13,S,Norco High,Corona-Norco Unified,Riverside,522,245,475,490,467,92,37.55
3.36706E+13,D,,Desert Sands Unified,Riverside,2502,926,476,473,470,341,36.83
3.36706E+13,S,Shadow Hills High,Desert Sands Unified,Riverside,303,158,436,430,434,29,18.35
3.36706E+13,S,Palm Desert High,Desert Sands Unified,Riverside,484,255,512,510,506,140,54.9
3.36706E+13,S,La Quinta High,Desert Sands Unified,Riverside,709,344,483,490,474,132,38.37
3.36706E+13,S,Horizon,Desert Sands Unified,Riverside,74,2,*,*,*,*,*
3.36706E+13,S,Indio High,Desert Sands Unified,Riverside,477,167,441,425,445,40,23.95
3.36708E+13,D,,Hemet Unified,Riverside,1888,533,472,472,466,183,34.33
3.36708E+13,S,Hamilton High,Hemet Unified,Riverside,80,17,491,523,510,9,52.94
3.36708E+13,S,Tahquitz High,Hemet Unified,Riverside,336,137,449,441,445,33,24.09
3.36708E+13,S,College Prep High,Hemet Unified,Riverside,19,0,NA,NA,NA,NA,NA
3.36708E+13,S,Helen Hunt Jackson Alternative High,Hemet Unified,Riverside,84,5,*,*,*,*,*
3.36708E+13,S,West Valley High,Hemet Unified,Riverside,410,166,469,469,470,54,32.53
3.36708E+13,S,Hemet High,Hemet Unified,Riverside,607,208,488,493,473,86,41.35
3.36709E+13,D,,Jurupa Unified,Riverside,1550,485,452,464,448,132,27.22
3.36709E+13,S,Patriot High,Jurupa Unified,Riverside,497,186,465,485,453,64,34.41
3.36709E+13,S,Jurupa Valley High,Jurupa Unified,Riverside,403,168,439,458,438,41,24.4
3.36709E+13,S,Rubidoux High,Jurupa Unified,Riverside,420,131,450,441,454,27,20.61
3.36712E+13,D,,Menifee Union Elementary,Riverside,59,25,524,504,496,11,44
3.36712E+13,S,Santa Rosa Academy,Menifee Union Elementary,Riverside,59,25,524,504,496,11,44
3.36712E+13,D,,Moreno Valley Unified,Riverside,2518,856,441,443,437,192,22.43
3.36712E+13,S,Moreno Valley Online Academy,Moreno Valley Unified,Riverside,46,0,NA,NA,NA,NA,NA
3.36712E+13,S,Canyon Springs High,Moreno Valley Unified,Riverside,532,220,450,457,446,59,26.82
3.36712E+13,S,Valley View High,Moreno Valley Unified,Riverside,573,259,441,444,441,57,22.01
3.36712E+13,S,Vista del Lago High,Moreno Valley Unified,Riverside,503,167,439,432,435,41,24.55
3.36712E+13,S,March Mountain High,Moreno Valley Unified,Riverside,165,1,*,*,*,*,*
3.36712E+13,S,Moreno Valley High,Moreno Valley Unified,Riverside,537,209,431,438,426,35,16.75
3.36716E+13,D,,Nuview Union,Riverside,94,85,461,467,471,24,28.24
3.36716E+13,S,Mosaica Online Academy of Southern Calif,Nuview Union,Riverside,2,1,*,*,*,*,*
3.36716E+13,S,Nuview Bridge Early College High,Nuview Union,Riverside,92,84,458,466,469,23,27.38
3.36717E+13,D,,Palm Springs Unified,Riverside,1805,644,457,463,452,192,29.81
3.36717E+13,S,Cathedral City High,Palm Springs Unified,Riverside,622,266,453,457,446,73,27.44
3.36717E+13,S,Desert Hot Springs High,Palm Springs Unified,Riverside,406,125,430,428,433,25,20
3.36717E+13,S,Palm Springs High,Palm Springs Unified,Riverside,506,253,474,487,467,94,37.15
3.36718E+13,D,,Palo Verde Unified,Riverside,275,46,431,442,427,9,19.57
3.36718E+13,S,Palo Verde High,Palo Verde Unified,Riverside,203,46,431,442,427,9,19.57
3.36721E+13,D,,Perris Union High,Riverside,2236,745,453,460,445,218,29.26
3.36721E+13,S,California Military Institute,Perris Union High,Riverside,105,52,433,441,426,10,19.23
3.36721E+13,S,Heritage High,Perris Union High,Riverside,648,222,451,458,451,61,27.48
3.36721E+13,S,Paloma Valley High,Perris Union High,Riverside,647,277,481,484,459,109,39.35
3.36721E+13,S,Perris High,Perris Union High,Riverside,576,194,421,432,423,38,19.59
3.36722E+13,D,,Riverside Unified,Riverside,3638,1475,476,490,473,568,38.51
3.36722E+13,S,Gateway to College Early College High,Riverside Unified,Riverside,35,0,NA,NA,NA,NA,NA
3.36722E+13,S,Riverside Virtual,Riverside Unified,Riverside,32,5,*,*,*,*,*
3.36722E+13,S,Arlington High,Riverside Unified,Riverside,535,288,438,445,435,54,18.75
3.36722E+13,S,Summit View Independent Study,Riverside Unified,Riverside,231,5,*,*,*,*,*
3.36722E+13,S,Opportunity Program,Riverside Unified,Riverside,29,0,NA,NA,NA,NA,NA
3.36722E+13,S,Martin Luther King Jr. High,Riverside Unified,Riverside,769,391,503,529,499,205,52.43
3.36722E+13,S,John W. North High,Riverside Unified,Riverside,571,298,480,490,476,109,36.58
3.36722E+13,S,Polytechnic High,Riverside Unified,Riverside,593,290,493,505,490,139,47.93
3.36722E+13,S,Ramona High,Riverside Unified,Riverside,532,194,447,456,452,56,28.87
3.36722E+13,S,Abraham Lincoln Continuation,Riverside Unified,Riverside,149,4,*,*,*,*,*
3.36725E+13,D,,San Jacinto Unified,Riverside,816,226,435,433,431,40,17.7
3.36725E+13,S,Mountain Heights Academy,San Jacinto Unified,Riverside,92,0,NA,NA,NA,NA,NA
3.36725E+13,S,San Jacinto High,San Jacinto Unified,Riverside,544,207,434,432,429,35,16.91
3.36725E+13,S,San Jacinto Valley Academy,San Jacinto Unified,Riverside,32,19,443,446,447,5,26.32
3.37368E+13,D,,Coachella Valley Unified,Riverside,1364,377,415,417,425,59,15.65
3.37368E+13,S,Desert Mirage High,Coachella Valley Unified,Riverside,512,148,401,391,420,19,12.84
3.37368E+13,S,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,32,0,NA,NA,NA,NA,NA
3.37368E+13,S,West Shores High,Coachella Valley Unified,Riverside,58,28,400,385,403,2,7.14
3.37368E+13,S,Coachella Valley High,Coachella Valley Unified,Riverside,691,201,427,441,431,38,18.91
3.37518E+13,D,,Lake Elsinore Unified,Riverside,1767,534,476,491,472,202,37.83
3.37518E+13,S,Lakeside High,Lake Elsinore Unified,Riverside,412,157,457,470,460,47,29.94
3.37518E+13,S,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,120,0,NA,NA,NA,NA,NA
3.37518E+13,S,Southern California Online Academy,Lake Elsinore Unified,Riverside,36,0,NA,NA,NA,NA,NA
3.37518E+13,S,Temescal Canyon High,Lake Elsinore Unified,Riverside,480,191,484,507,480,85,44.5
3.37518E+13,S,Elsinore High,Lake Elsinore Unified,Riverside,524,186,483,491,473,70,37.63
3.37519E+13,D,,Temecula Valley Unified,Riverside,2404,1316,514,513,504,700,53.19
3.37519E+13,S,Great Oak High,Temecula Valley Unified,Riverside,795,498,523,525,516,292,58.63
3.37519E+13,S,Temecula Valley High,Temecula Valley Unified,Riverside,638,345,505,503,492,166,48.12
3.37519E+13,S,Rancho Vista High,Temecula Valley Unified,Riverside,140,1,*,*,*,*,*
3.37519E+13,S,Susan H. Nelson,Temecula Valley Unified,Riverside,76,6,*,*,*,*,*
3.37519E+13,S,Chaparral High,Temecula Valley Unified,Riverside,688,405,509,510,500,209,51.6
3.37519E+13,S,Temecula Preparatory,Temecula Valley Unified,Riverside,64,61,524,502,508,31,50.82
3.3752E+13,D,,Murrieta Valley Unified,Riverside,2014,1043,496,500,489,491,47.08
3.3752E+13,S,Vista Murrieta High,Murrieta Valley Unified,Riverside,787,442,486,492,485,188,42.53
3.3752E+13,S,Tenaja Canyon Academy,Murrieta Valley Unified,Riverside,32,0,NA,NA,NA,NA,NA
3.3752E+13,S,Murrieta Mesa High,Murrieta Valley Unified,Riverside,511,267,497,496,484,123,46.07
3.3752E+13,S,Murrieta Valley High,Murrieta Valley Unified,Riverside,563,334,508,512,499,180,53.89
3.37524E+13,D,,Val Verde Unified,Riverside,1557,660,430,437,423,127,19.24
3.37524E+13,S,Citrus Hill High,Val Verde Unified,Riverside,512,276,414,433,411,50,18.12
3.37524E+13,S,Val Verde Academy,Val Verde Unified,Riverside,38,0,NA,NA,NA,NA,NA
3.37524E+13,S,Rancho Verde High,Val Verde Unified,Riverside,744,384,441,441,432,77,20.05
3.4E+13,C,,,Sacramento,19389,7240,491,503,483,3278,45.28
3.41035E+13,D,,Sacramento County Office of Ed,Sacramento,253,0,NA,NA,NA,NA,NA
3.46731E+13,D,,Elk Grove Unified,Sacramento,4843,2500,488,506,480,1118,44.72
3.46731E+13,S,Monterey Trail High,Elk Grove Unified,Sacramento,479,303,460,478,454,97,32.01
3.46731E+13,S,Pleasant Grove High,Elk Grove Unified,Sacramento,555,342,515,548,502,204,59.65
3.46731E+13,S,Cosumnes Oaks High,Elk Grove Unified,Sacramento,465,273,514,522,497,142,52.01
3.46731E+13,S,Valley High,Elk Grove Unified,Sacramento,317,169,421,432,428,33,19.53
3.46731E+13,S,Las Flores High (Alternative),Elk Grove Unified,Sacramento,55,0,NA,NA,NA,NA,NA
3.46731E+13,S,Florin High,Elk Grove Unified,Sacramento,328,161,436,471,426,41,25.47
3.46731E+13,S,Laguna Creek High,Elk Grove Unified,Sacramento,344,205,492,503,481,95,46.34
3.46731E+13,S,Sheldon High,Elk Grove Unified,Sacramento,576,343,485,495,473,143,41.69
3.46731E+13,S,Franklin High,Elk Grove Unified,Sacramento,663,485,505,525,504,254,52.37
3.46731E+13,S,Elk Grove High,Elk Grove Unified,Sacramento,422,215,500,522,499,107,49.77
3.46731E+13,S,Elk Grove Charter,Elk Grove Unified,Sacramento,117,4,*,*,*,*,*
3.46733E+13,D,,Folsom-Cordova Unified,Sacramento,1417,681,531,546,522,426,62.56
3.46733E+13,S,Vista del Lago High,Folsom-Cordova Unified,Sacramento,344,251,541,557,537,170,67.73
3.46733E+13,S,Walnutwood High (Independent Study),Folsom-Cordova Unified,Sacramento,64,0,NA,NA,NA,NA,NA
3.46733E+13,S,Folsom Lake High,Folsom-Cordova Unified,Sacramento,43,2,*,*,*,*,*
3.46733E+13,S,Cordova High,Folsom-Cordova Unified,Sacramento,405,155,486,498,471,63,40.65
3.46733E+13,S,Folsom High,Folsom-Cordova Unified,Sacramento,453,273,546,564,539,192,70.33
3.46736E+13,D,,Galt Joint Union High,Sacramento,596,132,505,513,489,73,55.3
3.46736E+13,S,Liberty Ranch High,Galt Joint Union High,Sacramento,276,90,504,506,488,50,55.56
3.46736E+13,S,Galt High,Galt Joint Union High,Sacramento,208,42,506,528,492,23,54.76
3.46741E+13,D,,River Delta Joint Unified,Sacramento,153,57,476,471,474,21,36.84
3.46741E+13,S,Rio Vista High,River Delta Joint Unified,Sacramento,77,36,483,481,474,15,41.67
3.46741E+13,S,Delta High,River Delta Joint Unified,Sacramento,50,21,466,453,474,6,28.57
3.46744E+13,D,,Sacramento City Unified,Sacramento,3312,1385,469,483,463,513,37.04
3.46744E+13,S,New Technology High,Sacramento City Unified,Sacramento,49,25,384,396,392,1,4
3.46744E+13,S,George Washington Carver School of Arts,Sacramento City Unified,Sacramento,73,23,560,501,513,13,56.52
3.46744E+13,S,The MET,Sacramento City Unified,Sacramento,90,34,540,509,504,18,52.94
3.46744E+13,S,Rosemont High,Sacramento City Unified,Sacramento,307,115,469,487,459,40,34.78
3.46744E+13,S,Sacramento Charter High,Sacramento City Unified,Sacramento,167,144,411,412,418,20,13.89
3.46744E+13,S,Arthur A. Benjamin Health Professions Hi,Sacramento City Unified,Sacramento,78,44,418,445,426,6,13.64
3.46744E+13,S,School of Engineering & Sciences,Sacramento City Unified,Sacramento,37,32,477,473,430,8,25
3.46744E+13,S,American Legion High (Continuation),Sacramento City Unified,Sacramento,217,1,*,*,*,*,*
3.46744E+13,S,Capital City Independent Study,Sacramento City Unified,Sacramento,302,0,NA,NA,NA,NA,NA
3.46744E+13,S,West Campus,Sacramento City Unified,Sacramento,229,188,518,540,519,120,63.83
3.46744E+13,S,Luther Burbank High,Sacramento City Unified,Sacramento,409,180,386,411,382,15,8.33
3.46744E+13,S,Hiram W. Johnson High,Sacramento City Unified,Sacramento,356,107,409,433,404,12,11.21
3.46744E+13,S,John F. Kennedy High,Sacramento City Unified,Sacramento,447,252,485,507,480,106,42.06
3.46744E+13,S,C. K. McClatchy High,Sacramento City Unified,Sacramento,526,240,538,544,524,154,64.17
3.46745E+13,D,,San Juan Unified,Sacramento,4555,1474,525,530,514,843,57.19
3.46745E+13,S,Mesa Verde High,San Juan Unified,Sacramento,229,91,433,458,447,23,25.27
3.46745E+13,S,La Entrada Continuation High,San Juan Unified,Sacramento,60,2,*,*,*,*,*
3.46745E+13,S,El Sereno Alternative Education,San Juan Unified,Sacramento,143,9,*,*,*,*,*
3.46745E+13,S,Bella Vista High,San Juan Unified,Sacramento,487,257,546,557,533,176,68.48
3.46745E+13,S,Options for Youth-San Juan,San Juan Unified,Sacramento,240,11,475,425,451,5,45.45
3.46745E+13,S,Visions In Education,San Juan Unified,Sacramento,915,46,510,481,476,16,34.78
3.46745E+13,S,San Juan Choices Charter,San Juan Unified,Sacramento,63,2,*,*,*,*,*
3.46745E+13,S,Casa Roble Fundamental High,San Juan Unified,Sacramento,304,158,490,496,477,67,42.41
3.46745E+13,S,Del Campo High,San Juan Unified,Sacramento,441,200,511,499,495,103,51.5
3.46745E+13,S,El Camino Fundamental High,San Juan Unified,Sacramento,373,180,515,520,500,98,54.44
3.46745E+13,S,Encina Preparatory High,San Juan Unified,Sacramento,219,40,388,389,379,3,7.5
3.46745E+13,S,Mira Loma High,San Juan Unified,Sacramento,355,197,589,618,588,159,80.71
3.46745E+13,S,Rio Americano High,San Juan Unified,Sacramento,393,255,563,560,552,183,71.76
3.46745E+13,S,San Juan High,San Juan Unified,Sacramento,214,26,425,444,428,4,15.38
3.47397E+13,D,,Center Joint Unified,Sacramento,399,133,486,503,467,50,37.59
3.47397E+13,S,Global Youth Charter,Center Joint Unified,Sacramento,14,5,*,*,*,*,*
3.47397E+13,S,Center High,Center Joint Unified,Sacramento,325,127,488,509,469,50,39.37
3.47397E+13,S,Antelope View Charter,Center Joint Unified,Sacramento,15,1,*,*,*,*,*
3.47528E+13,D,,Natomas Unified,Sacramento,923,368,480,468,472,134,36.41
3.47528E+13,S,Inderkum High,Natomas Unified,Sacramento,340,166,460,457,440,42,25.3
3.47528E+13,S,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,90,68,493,485,497,32,47.06
3.47528E+13,S,Natomas High,Natomas Unified,Sacramento,254,66,460,446,461,20,30.3
3.47528E+13,S,Natomas Charter,Natomas Unified,Sacramento,104,68,534,498,535,40,58.82
3.47651E+13,D,,Twin Rivers Unified,Sacramento,2742,510,428,436,420,100,19.61
3.47651E+13,S,Futures High,Twin Rivers Unified,Sacramento,47,12,482,479,526,6,50
3.47651E+13,S,Heritage Peak Charter,Twin Rivers Unified,Sacramento,223,24,484,479,458,10,41.67
3.47651E+13,S,Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,26,0,NA,NA,NA,NA,NA
3.47651E+13,S,Community Collaborative Charter,Twin Rivers Unified,Sacramento,292,1,*,*,*,*,*
3.47651E+13,S,SAVA: Sacramento Academic and Vocational,Twin Rivers Unified,Sacramento,384,2,*,*,*,*,*
3.47651E+13,S,Elwood J. Keema High,Twin Rivers Unified,Sacramento,306,2,*,*,*,*,*
3.47651E+13,S,Foothill High,Twin Rivers Unified,Sacramento,250,85,462,455,442,22,25.88
3.47651E+13,S,Grant Union High,Twin Rivers Unified,Sacramento,379,190,397,404,394,21,11.05
3.47651E+13,S,Highlands High,Twin Rivers Unified,Sacramento,189,68,408,433,405,8,11.76
3.47651E+13,S,Rio Linda High,Twin Rivers Unified,Sacramento,380,126,445,460,436,32,25.4
3.5E+13,C,,,San Benito,849,281,485,497,477,113,40.21
3.51036E+13,D,,San Benito County Office of Ed,San Benito,37,0,NA,NA,NA,NA,NA
3.56754E+13,D,,San Benito High,San Benito,741,261,484,497,476,105,40.23
3.56754E+13,S,San Benito High,San Benito High,San Benito,665,261,484,497,476,105,40.23
3.57526E+13,D,,Aromas/San Juan Unified,San Benito,71,20,496,492,494,8,40
3.57526E+13,S,Anzar High,Aromas/San Juan Unified,San Benito,71,20,496,492,494,8,40
3.6E+13,C,,,San Bernardino,34378,11215,469,478,464,3958,35.29
3.61036E+13,D,,San Bernardino County Office o,San Bernardino,556,0,NA,NA,NA,NA,NA
3.66759E+13,D,,Adelanto Elementary,San Bernardino,624,0,NA,NA,NA,NA,NA
3.66759E+13,S,Alta Vista Public,Adelanto Elementary,San Bernardino,615,0,NA,NA,NA,NA,NA
3.66761E+13,D,,Barstow Unified,San Bernardino,444,82,452,456,449,18,21.95
3.66761E+13,S,Barstow High,Barstow Unified,San Bernardino,289,82,452,456,449,18,21.95
3.66764E+13,D,,Bear Valley Unified,San Bernardino,241,63,499,523,478,30,47.62
3.66764E+13,S,Big Bear High,Bear Valley Unified,San Bernardino,223,63,499,523,478,30,47.62
3.66765E+13,D,,Chaffey Joint Union High,San Bernardino,6354,2838,473,489,469,1103,38.87
3.66765E+13,S,Chaffey District Online High,Chaffey Joint Union High,San Bernardino,54,0,NA,NA,NA,NA,NA
3.66765E+13,S,Alta Loma High,Chaffey Joint Union High,San Bernardino,672,326,492,499,482,140,42.94
