cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
1.96452E+13,S,South El Monte High,El Monte Union High,Los Angeles,353,186,428,451,441,50,26.88
1.96453E+13,D,,El Rancho Unified,Los Angeles,798,376,426,449,424,72,19.15
1.96453E+13,S,El Rancho High,El Rancho Unified,Los Angeles,662,376,426,449,424,72,19.15
1.96454E+13,D,,El Segundo Unified,Los Angeles,305,218,534,544,533,138,63.3
1.96454E+13,S,El Segundo High,El Segundo Unified,Los Angeles,298,218,534,544,533,138,63.3
1.96457E+13,D,,Glendale Unified,Los Angeles,2282,1004,524,576,537,671,66.83
1.96457E+13,S,Crescenta Valley High,Glendale Unified,Los Angeles,714,475,551,602,561,352,74.11
1.96457E+13,S,Glendale High,Glendale Unified,Los Angeles,654,222,483,527,496,106,47.75
1.96457E+13,S,Herbert Hoover High,Glendale Unified,Los Angeles,439,146,508,553,512,93,63.7
1.96457E+13,S,Verdugo Academy,Glendale Unified,Los Angeles,18,2,*,*,*,*,*
1.96457E+13,S,Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,252,159,517,588,544,119,74.84
1.96458E+13,D,,Glendora Unified,Los Angeles,640,344,527,556,526,221,64.24
1.96458E+13,S,Glendora High,Glendora Unified,Los Angeles,570,344,527,556,526,221,64.24
1.96458E+13,D,,Gorman Elementary,Los Angeles,190,29,484,452,466,8,27.59
1.96458E+13,S,Gorman Learning Center,Gorman Elementary,Los Angeles,190,29,484,452,466,8,27.59
1.96459E+13,D,,Hawthorne,Los Angeles,122,130,460,487,466,46,35.38
1.96459E+13,S,Hawthorne Math and Science Academy,Hawthorne,Los Angeles,122,130,460,487,466,46,35.38
1.9646E+13,D,,Hermosa Beach City Elementary,Los Angeles,313,39,456,446,446,9,23.08
1.9646E+13,S,Opportunities for Learning - Hermosa Bea,Hermosa Beach City Elementary,Los Angeles,240,37,458,446,445,9,24.32
1.9646E+13,S,"Options for Youth-Hermosa Beach, Inc.",Hermosa Beach City Elementary,Los Angeles,73,2,*,*,*,*,*
1.96463E+13,D,,Inglewood Unified,Los Angeles,997,542,397,387,400,57,10.52
1.96463E+13,S,Inglewood High,Inglewood Unified,Los Angeles,361,168,374,363,376,10,5.95
1.96463E+13,S,Morningside High,Inglewood Unified,Los Angeles,299,129,366,357,368,3,2.33
1.96463E+13,S,City Honors College Preparatory Charter,Inglewood Unified,Los Angeles,155,134,440,417,435,24,17.91
1.96463E+13,S,Animo Inglewood Charter High,Inglewood Unified,Los Angeles,132,111,416,419,433,20,18.02
1.96466E+13,D,,La Canada Unified,Los Angeles,375,280,597,623,600,240,85.71
1.96466E+13,S,La Canada High,La Canada Unified,Los Angeles,373,280,597,623,600,240,85.71
1.96468E+13,D,,Las Virgenes Unified,Los Angeles,991,562,565,581,576,447,79.54
1.96468E+13,S,Agoura High,Las Virgenes Unified,Los Angeles,525,296,568,584,578,243,82.09
1.96468E+13,S,Calabasas High,Las Virgenes Unified,Los Angeles,441,266,562,577,574,204,76.69
1.96469E+13,D,,Lawndale Elementary,Los Angeles,130,128,432,444,451,27,21.09
1.96469E+13,S,Environmental Charter High,Lawndale Elementary,Los Angeles,130,128,432,444,451,27,21.09
1.96471E+13,D,,Lennox,Los Angeles,273,267,421,438,436,50,18.73
1.96471E+13,S,"Lennox Mathematics, Science and Technolo",Lennox,Los Angeles,138,132,420,439,429,21,15.91
1.96471E+13,S,Animo Leadership High,Lennox,Los Angeles,135,135,421,436,443,29,21.48
1.96473E+13,D,,Long Beach Unified,Los Angeles,6867,2782,479,486,475,1149,41.3
1.96473E+13,S,Beach High-Intensive Learning Program,Long Beach Unified,Los Angeles,100,0,NA,NA,NA,NA,NA
1.96473E+13,S,Avalon K-12,Long Beach Unified,Los Angeles,62,34,439,483,449,13,38.24
1.96473E+13,S,Jordan High,Long Beach Unified,Los Angeles,823,230,400,421,397,21,9.13
1.96473E+13,S,Lakewood High,Long Beach Unified,Los Angeles,868,408,467,479,456,142,34.8
1.96473E+13,S,Millikan High,Long Beach Unified,Los Angeles,943,497,484,479,481,218,43.86
1.96473E+13,S,Polytechnic High,Long Beach Unified,Los Angeles,1036,601,502,510,492,294,48.92
1.96473E+13,S,Wilson High,Long Beach Unified,Los Angeles,1000,531,494,494,496,255,48.02
1.96473E+13,S,California Academy of Mathematics and Sc,Long Beach Unified,Los Angeles,166,161,583,610,584,144,89.44
1.96473E+13,S,Educational Partnership High,Long Beach Unified,Los Angeles,851,0,NA,NA,NA,NA,NA
1.96473E+13,S,Cabrillo High,Long Beach Unified,Los Angeles,614,253,412,425,411,41,16.21
1.96473E+13,S,Renaissance High School for the Arts,Long Beach Unified,Los Angeles,118,67,490,453,467,21,31.34
1.96473E+13,D,,Los Angeles Unified,Los Angeles,43450,20698,441,447,444,5363,25.91
1.96473E+13,S,High Tech LA,Los Angeles Unified,Los Angeles,58,49,509,509,510,25,51.02
1.96473E+13,S,Wallis Annenberg High,Los Angeles Unified,Los Angeles,78,83,435,450,457,23,27.71
1.96473E+13,S,North Valley Military Institute College,Los Angeles Unified,Los Angeles,17,8,*,*,*,*,*
1.96473E+13,S,Central City Value,Los Angeles Unified,Los Angeles,104,95,402,393,408,13,13.68
1.96473E+13,S,View Park Preparatory Accelerated High,Los Angeles Unified,Los Angeles,168,124,407,392,407,11,8.87
1.96473E+13,S,Crenshaw Arts-Technology Charter High,Los Angeles Unified,Los Angeles,70,56,383,364,388,3,5.36
1.96473E+13,S,Oscar De La Hoya Animo Charter High,Los Angeles Unified,Los Angeles,145,127,398,402,407,15,11.81
1.96473E+13,S,Renaissance Arts Academy,Los Angeles Unified,Los Angeles,33,34,482,460,471,11,32.35
1.96473E+13,S,Animo South Los Angeles Charter,Los Angeles Unified,Los Angeles,130,103,392,370,390,6,5.83
1.96473E+13,S,New Designs Charter,Los Angeles Unified,Los Angeles,92,74,394,380,399,6,8.11
1.96473E+13,S,Richard A. Alonzo Community Day,Los Angeles Unified,Los Angeles,34,1,*,*,*,*,*
1.96473E+13,S,Middle College High,Los Angeles Unified,Los Angeles,96,83,453,443,443,22,26.51
1.96473E+13,S,Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,94,92,498,519,502,48,52.17
1.96473E+13,S,Ivy Academia,Los Angeles Unified,Los Angeles,55,41,458,462,461,13,31.71
1.96473E+13,S,Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,119,61,430,450,440,15,24.59
1.96473E+13,S,Animo Venice Charter High,Los Angeles Unified,Los Angeles,124,106,426,419,435,16,15.09
1.96473E+13,S,Animo Pat Brown,Los Angeles Unified,Los Angeles,125,107,392,406,410,10,9.35
1.96473E+13,S,Alliance Gertz-Ressler Richard Merkin 6-,Los Angeles Unified,Los Angeles,113,118,422,434,434,24,20.34
1.96473E+13,S,Orthopaedic Hospital,Los Angeles Unified,Los Angeles,153,133,434,442,438,29,21.8
1.96473E+13,S,Northridge Academy High,Los Angeles Unified,Los Angeles,168,108,417,424,419,17,15.74
1.96473E+13,S,International Studies Learning Center at,Los Angeles Unified,Los Angeles,63,44,439,441,424,8,18.18
1.96473E+13,S,Port of Los Angeles High,Los Angeles Unified,Los Angeles,221,120,478,489,479,49,40.83
1.96473E+13,S,CHAMPS - Charter HS of Arts-Multimedia &,Los Angeles Unified,Los Angeles,245,173,511,469,503,86,49.71
1.96473E+13,S,Alliance Judy Ivie Burton Technology Aca,Los Angeles Unified,Los Angeles,132,126,381,398,390,13,10.32
1.96473E+13,S,Alliance Collins Family College-Ready Hi,Los Angeles Unified,Los Angeles,139,142,381,407,392,13,9.15
1.96473E+13,S,Pacific Boulevard,Los Angeles Unified,Los Angeles,21,0,NA,NA,NA,NA,NA
1.96473E+13,S,Santee Education Complex,Los Angeles Unified,Los Angeles,342,202,382,387,387,11,5.45
1.96473E+13,S,South East High,Los Angeles Unified,Los Angeles,553,293,433,417,446,57,19.45
1.96473E+13,S,Maywood Academy High,Los Angeles Unified,Los Angeles,226,129,421,426,430,18,13.95
1.96473E+13,S,Cal Burke High,Los Angeles Unified,Los Angeles,60,2,*,*,*,*,*
1.96473E+13,S,PUC CA Academy for Liberal Studies Early,Los Angeles Unified,Los Angeles,42,41,379,407,410,2,4.88
1.96473E+13,S,PUC Community Charter Early College High,Los Angeles Unified,Los Angeles,83,84,386,401,413,8,9.52
1.96473E+13,S,Los Angeles Academy of Arts & Enterprise,Los Angeles Unified,Los Angeles,36,32,382,363,385,2,6.25
1.96473E+13,S,New Village Girls Academy,Los Angeles Unified,Los Angeles,30,14,400,326,400,0,0
1.96473E+13,S,Alliance College-Ready Academy High No.,Los Angeles Unified,Los Angeles,151,153,351,358,369,3,1.96
1.96473E+13,S,Alliance Dr. Olga Mohan High,Los Angeles Unified,Los Angeles,108,108,405,463,429,19,17.59
1.96473E+13,S,Animo Ralph Bunche High,Los Angeles Unified,Los Angeles,145,80,373,372,399,6,7.5
1.96473E+13,S,Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,138,123,364,373,371,6,4.88
1.96473E+13,S,Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,139,104,340,342,364,2,1.92
1.96473E+13,S,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,128,126,396,399,406,17,13.49
1.96473E+13,S,Alliance Marc & Eva Stern Math and Scien,Los Angeles Unified,Los Angeles,128,117,407,415,423,19,16.24
1.96473E+13,S,School of Business and Tourism at Contre,Los Angeles Unified,Los Angeles,80,94,379,370,381,4,4.26
1.96473E+13,S,East Valley Senior High,Los Angeles Unified,Los Angeles,165,78,408,418,424,7,8.97
1.96473E+13,S,Arleta High,Los Angeles Unified,Los Angeles,371,232,391,398,401,19,8.19
1.96473E+13,S,Panorama High,Los Angeles Unified,Los Angeles,311,85,437,424,429,18,21.18
1.96473E+13,S,Bright Star Secondary Charter Academy,Los Angeles Unified,Los Angeles,80,79,438,456,451,20,25.32
1.96473E+13,S,Frederick Douglass Academy High,Los Angeles Unified,Los Angeles,85,62,391,396,396,7,11.29
1.96473E+13,S,Student Empowerment Academy,Los Angeles Unified,Los Angeles,55,33,381,375,404,2,6.06
1.96473E+13,S,Contreras Learning Center-Los Angeles Sc,Los Angeles Unified,Los Angeles,83,64,378,372,388,3,4.69
1.96473E+13,S,West Adams Preparatory High,Los Angeles Unified,Los Angeles,326,193,402,423,402,20,10.36
1.96473E+13,S,Magnolia Science Academy 3,Los Angeles Unified,Los Angeles,12,0,NA,NA,NA,NA,NA
1.96473E+13,S,Magnolia Science Academy 2,Los Angeles Unified,Los Angeles,21,0,NA,NA,NA,NA,NA
1.96473E+13,S,Discovery Charter Preparatory No. 2,Los Angeles Unified,Los Angeles,83,81,373,375,373,4,4.94
1.96473E+13,S,Alliance Media Arts and Entertainment De,Los Angeles Unified,Los Angeles,77,60,403,388,409,4,6.67
1.96473E+13,S,Edward R. Roybal Learning Center,Los Angeles Unified,Los Angeles,325,181,406,409,408,20,11.05
1.96473E+13,S,Helen Bernstein High,Los Angeles Unified,Los Angeles,159,51,388,396,384,3,5.88
1.96473E+13,S,APEX Academy,Los Angeles Unified,Los Angeles,106,45,382,363,368,3,6.67
1.96473E+13,S,Alliance Health Services Academy High,Los Angeles Unified,Los Angeles,95,0,NA,NA,NA,NA,NA
1.96473E+13,S,Alliance Environmental Science and Techn,Los Angeles Unified,Los Angeles,134,0,NA,NA,NA,NA,NA
1.96473E+13,S,Contreras Learning Center-Academic Leade,Los Angeles Unified,Los Angeles,68,50,402,409,408,2,4
1.96473E+13,S,Roybal LC-Civitas School of Leadership,Los Angeles Unified,Los Angeles,62,50,353,373,344,1,2
1.96473E+13,S,RFK Community Schools-Los Angeles High S,Los Angeles Unified,Los Angeles,87,67,412,418,427,10,14.93
1.96473E+13,S,Belmont SH-LA Teacher Preparatory Academ,Los Angeles Unified,Los Angeles,47,35,352,374,350,1,2.86
1.96473E+13,S,RFK Community Schools- for the Visual Ar,Los Angeles Unified,Los Angeles,105,65,414,426,412,13,20
1.96473E+13,S,New Millennium Secondary,Los Angeles Unified,Los Angeles,89,71,403,394,403,6,8.45
1.96473E+13,S,Alain Leroy Locke College Prep Academy,Los Angeles Unified,Los Angeles,603,230,374,378,381,11,4.78
1.96473E+13,S,Sun Valley High,Los Angeles Unified,Los Angeles,128,40,418,409,396,5,12.5
1.96473E+13,S,RFK Community Schools-New Open World Aca,Los Angeles Unified,Los Angeles,62,47,397,407,422,5,10.64
1.96473E+13,S,RFK Community Schools-UCLA Community K-1,Los Angeles Unified,Los Angeles,87,58,411,465,417,10,17.24
1.96473E+13,S,Ramon C. Cortines School of Visual and P,Los Angeles Unified,Los Angeles,329,219,464,446,449,60,27.4
1.96473E+13,S,Felicitas and Gonzalo Mendez High,Los Angeles Unified,Los Angeles,163,67,407,399,408,5,7.46
1.96473E+13,S,New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,14,0,NA,NA,NA,NA,NA
1.96473E+13,S,Daniel Pearl Journalism & Communications,Los Angeles Unified,Los Angeles,91,67,498,476,506,22,32.84
1.96473E+13,S,RFK Community Schools-Ambassador-Global,Los Angeles Unified,Los Angeles,70,0,NA,NA,NA,NA,NA
1.96473E+13,S,Alliance Cindy and Bill Simon Technology,Los Angeles Unified,Los Angeles,79,70,359,366,366,1,1.43
1.96473E+13,S,Alliance Tennenbaum Family Technology Hi,Los Angeles Unified,Los Angeles,87,0,NA,NA,NA,NA,NA
1.96473E+13,S,Academy of Environmental & Social Policy,Los Angeles Unified,Los Angeles,93,51,375,358,379,0,0
1.96473E+13,S,"Math, Science, & Technology Magnet Acade",Los Angeles Unified,Los Angeles,80,65,412,425,418,8,12.31
1.96473E+13,S,East Los Angeles Performing Arts Academy,Los Angeles Unified,Los Angeles,107,59,383,375,389,2,3.39
1.96473E+13,S,Humanitas Academy of Art and Technology,Los Angeles Unified,Los Angeles,90,64,400,390,416,8,12.5
1.96473E+13,S,Social Justice Leadership Academy at Est,Los Angeles Unified,Los Angeles,90,51,398,374,407,4,7.84
1.96473E+13,S,East Los Angeles Renaissance Academy at,Los Angeles Unified,Los Angeles,80,70,406,382,393,7,10
1.96473E+13,S,Engineering and Technology Academy at Es,Los Angeles Unified,Los Angeles,93,75,365,375,368,2,2.67
1.96473E+13,S,PUC Triumph Charter High,Los Angeles Unified,Los Angeles,78,0,NA,NA,NA,NA,NA
1.96473E+13,S,PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,98,0,NA,NA,NA,NA,NA
1.96473E+13,S,Aspire Pacific Academy,Los Angeles Unified,Los Angeles,119,7,*,*,*,*,*
1.96473E+13,S,Los Angeles Big Picture High,Los Angeles Unified,Los Angeles,22,0,NA,NA,NA,NA,NA
1.96473E+13,S,Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,195,0,NA,NA,NA,NA,NA
1.96473E+13,S,"Cesar E. Chavez Learning Academies-Arts,",Los Angeles Unified,Los Angeles,81,0,NA,NA,NA,NA,NA
1.96473E+13,S,Cesar E. Chavez Learning Academies-Socia,Los Angeles Unified,Los Angeles,92,0,NA,NA,NA,NA,NA
1.96473E+13,S,Cesar E. Chavez Learning Academies-Acade,Los Angeles Unified,Los Angeles,58,0,NA,NA,NA,NA,NA
1.96473E+13,S,Cesar E. Chavez Learning Academies-Teach,Los Angeles Unified,Los Angeles,79,0,NA,NA,NA,NA,NA
1.96473E+13,S,Los Angeles River at Sonia Sotomayor Lea,Los Angeles Unified,Los Angeles,62,0,NA,NA,NA,NA,NA
1.96473E+13,S,School of History and Dramatic Arts at S,Los Angeles Unified,Los Angeles,52,0,NA,NA,NA,NA,NA
1.96473E+13,S,ARTLAB at Sonia Sotomayor Learning Acade,Los Angeles Unified,Los Angeles,44,0,NA,NA,NA,NA,NA
1.96473E+13,S,Social Justice Schools: Global Issues Ac,Los Angeles Unified,Los Angeles,80,0,NA,NA,NA,NA,NA
1.96473E+13,S,Social Justice Schools: Fine Arts Academ,Los Angeles Unified,Los Angeles,98,0,NA,NA,NA,NA,NA
1.96473E+13,S,Public Service Community at Diego Rivera,Los Angeles Unified,Los Angeles,66,0,NA,NA,NA,NA,NA
1.96473E+13,S,Communication and Technology at Diego Ri,Los Angeles Unified,Los Angeles,70,0,NA,NA,NA,NA,NA
1.96473E+13,S,Green Design at Diego Rivera Learning Co,Los Angeles Unified,Los Angeles,64,0,NA,NA,NA,NA,NA
1.96473E+13,S,Performing Arts Community at Diego River,Los Angeles Unified,Los Angeles,55,0,NA,NA,NA,NA,NA
1.96473E+13,S,Rancho Dominguez Preparatory,Los Angeles Unified,Los Angeles,148,0,NA,NA,NA,NA,NA
1.96473E+13,S,Synergy Quantum Academy,Los Angeles Unified,Los Angeles,64,0,NA,NA,NA,NA,NA
1.96473E+13,S,Animo College Preparatory Academy,Los Angeles Unified,Los Angeles,107,0,NA,NA,NA,NA,NA
1.96473E+13,S,Alliance Renee and Meyer Luskin Academy,Los Angeles Unified,Los Angeles,94,0,NA,NA,NA,NA,NA
1.96473E+13,S,PUC Early College Academy for Leaders an,Los Angeles Unified,Los Angeles,69,0,NA,NA,NA,NA,NA
1.96473E+13,S,Leadership in Entertainment and Media Ar,Los Angeles Unified,Los Angeles,69,0,NA,NA,NA,NA,NA
1.96473E+13,S,STEM Academy of Hollywood,Los Angeles Unified,Los Angeles,57,0,NA,NA,NA,NA,NA
1.96473E+13,S,Augustus F. Hawkins High A Critical Desi,Los Angeles Unified,Los Angeles,48,0,NA,NA,NA,NA,NA
1.96473E+13,S,Augustus F. Hawkins High B Community Hea,Los Angeles Unified,Los Angeles,65,0,NA,NA,NA,NA,NA
1.96473E+13,S,Augustus F. Hawkins High C Responsible I,Los Angeles Unified,Los Angeles,54,0,NA,NA,NA,NA,NA
1.96473E+13,S,Linda Esperanza Marquez High A Huntingto,Los Angeles Unified,Los Angeles,121,0,NA,NA,NA,NA,NA
1.96473E+13,S,Linda Esperanza Marquez High B LIBRA Aca,Los Angeles Unified,Los Angeles,87,0,NA,NA,NA,NA,NA
1.96473E+13,S,Linda Esperanza Marquez High C School of,Los Angeles Unified,Los Angeles,108,0,NA,NA,NA,NA,NA
1.96473E+13,S,"Science, Technology, Engineering, Arts a",Los Angeles Unified,Los Angeles,29,0,NA,NA,NA,NA,NA
1.96473E+13,S,Visual and Performing Arts at Legacy Hig,Los Angeles Unified,Los Angeles,32,0,NA,NA,NA,NA,NA
1.96473E+13,S,Academy for Multilingual Arts and Scienc,Los Angeles Unified,Los Angeles,41,0,NA,NA,NA,NA,NA
1.96473E+13,S,Academies of Education and Empowerment a,Los Angeles Unified,Los Angeles,141,0,NA,NA,NA,NA,NA
1.96473E+13,S,Academy of Medical Arts at Carson High,Los Angeles Unified,Los Angeles,112,0,NA,NA,NA,NA,NA
1.96473E+13,S,Humanities and Arts (HARTS) Academy of L,Los Angeles Unified,Los Angeles,62,0,NA,NA,NA,NA,NA
1.96473E+13,S,Contreras Learning Center-School of Soci,Los Angeles Unified,Los Angeles,87,0,NA,NA,NA,NA,NA
1.96473E+13,S,Early College Academy-LA Trade Tech Coll,Los Angeles Unified,Los Angeles,70,0,NA,NA,NA,NA,NA
1.96473E+13,S,William Tell Aggeler Opportunity High,Los Angeles Unified,Los Angeles,13,0,NA,NA,NA,NA,NA
1.96473E+13,S,Central High,Los Angeles Unified,Los Angeles,148,3,*,*,*,*,*
1.96473E+13,S,View Park Continuation,Los Angeles Unified,Los Angeles,25,4,*,*,*,*,*
1.96473E+13,S,Harold McAlister High (Opportunity),Los Angeles Unified,Los Angeles,47,0,NA,NA,NA,NA,NA
1.96473E+13,S,Phineas Banning Senior High,Los Angeles Unified,Los Angeles,407,275,399,423,412,25,9.09
1.96473E+13,S,Thomas Riley High,Los Angeles Unified,Los Angeles,42,2,*,*,*,*,*
1.96473E+13,S,Phoenix Continuation,Los Angeles Unified,Los Angeles,27,1,*,*,*,*,*
1.96473E+13,S,Bell Senior High,Los Angeles Unified,Los Angeles,668,375,418,434,421,54,14.4
1.96473E+13,S,Belmont Senior High,Los Angeles Unified,Los Angeles,214,127,395,407,400,14,11.02
1.96473E+13,S,John R. Wooden High,Los Angeles Unified,Los Angeles,37,2,*,*,*,*,*
1.96473E+13,S,Birmingham Community Charter High,Los Angeles Unified,Los Angeles,702,337,432,437,435,69,20.47
1.96473E+13,S,Canoga Park Senior High,Los Angeles Unified,Los Angeles,360,167,437,433,422,35,20.96
1.96473E+13,S,Mission Continuation,Los Angeles Unified,Los Angeles,34,3,*,*,*,*,*
1.96473E+13,S,Owensmouth Continuation,Los Angeles Unified,Los Angeles,51,2,*,*,*,*,*
1.96473E+13,S,Carson Senior High,Los Angeles Unified,Los Angeles,267,144,432,416,421,23,15.97
1.96473E+13,S,Will Rogers Continuation,Los Angeles Unified,Los Angeles,78,1,*,*,*,*,*
1.96473E+13,S,Chatsworth Charter High,Los Angeles Unified,Los Angeles,627,242,470,488,468,96,39.67
1.96473E+13,S,Valley Alternative Magnet,Los Angeles Unified,Los Angeles,42,28,452,467,465,8,28.57
1.96473E+13,S,Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,729,405,509,525,519,219,54.07
1.96473E+13,S,John Hope Continuation,Los Angeles Unified,Los Angeles,43,1,*,*,*,*,*
1.96473E+13,S,Odyssey Continuation,Los Angeles Unified,Los Angeles,38,4,*,*,*,*,*
1.96473E+13,S,"Crenshaw Science, Technology, Engineerin",Los Angeles Unified,Los Angeles,269,160,374,366,378,10,6.25
1.96473E+13,S,Henry David Thoreau Continuation,Los Angeles Unified,Los Angeles,18,3,*,*,*,*,*
1.96473E+13,S,Eagle Tree Continuation,Los Angeles Unified,Los Angeles,47,1,*,*,*,*,*
1.96473E+13,S,Evergreen Continuation,Los Angeles Unified,Los Angeles,32,1,*,*,*,*,*
1.96473E+13,S,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,302,162,376,367,378,6,3.7
1.96473E+13,S,West Hollywood Opportunity,Los Angeles Unified,Los Angeles,14,0,NA,NA,NA,NA,NA
1.96473E+13,S,Eagle Rock High,Los Angeles Unified,Los Angeles,435,287,476,469,465,102,35.54
1.96473E+13,S,El Camino Real Charter High,Los Angeles Unified,Los Angeles,897,488,524,543,526,300,61.48
1.96473E+13,S,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,210,191,553,582,556,140,73.3
1.96473E+13,S,Downtown Business High,Los Angeles Unified,Los Angeles,226,199,457,491,456,66,33.17
1.96473E+13,S,Fairfax Senior High,Los Angeles Unified,Los Angeles,404,232,464,493,468,79,34.05
1.96473E+13,S,John H. Francis Polytechnic,Los Angeles Unified,Los Angeles,712,383,426,448,433,80,20.89
1.96473E+13,S,King/Drew Medical Magnet High,Los Angeles Unified,Los Angeles,322,261,449,443,457,64,24.52
1.96473E+13,S,Benjamin Franklin Senior High,Los Angeles Unified,Los Angeles,272,173,436,441,443,37,21.39
1.96473E+13,S,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,571,229,392,384,386,12,5.24
1.96473E+13,S,Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,250,177,529,531,526,103,58.19
1.96473E+13,S,Gardena Senior High,Los Angeles Unified,Los Angeles,345,135,403,399,413,18,13.33
1.96473E+13,S,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,490,297,406,428,423,47,15.82
1.96473E+13,S,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1011,731,540,561,543,508,69.49
1.96473E+13,S,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,532,176,435,444,443,44,25
1.96473E+13,S,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,592,384,487,472,491,151,39.32
1.96473E+13,S,Hollywood Senior High,Los Angeles Unified,Los Angeles,316,228,440,436,437,46,20.18
1.96473E+13,S,Huntington Park Senior High,Los Angeles Unified,Los Angeles,384,208,400,405,402,20,9.62
1.96473E+13,S,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,253,117,384,390,392,9,7.69
1.96473E+13,S,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,143,69,387,389,392,4,5.8
1.96473E+13,S,Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,334,219,424,460,422,45,20.55
1.96473E+13,S,Los Angeles Senior High,Los Angeles Unified,Los Angeles,295,139,406,418,397,14,10.07
1.96473E+13,S,Manual Arts Senior High,Los Angeles Unified,Los Angeles,423,200,381,384,379,9,4.5
1.96473E+13,S,John Marshall Senior High,Los Angeles Unified,Los Angeles,618,344,479,486,477,142,41.28
1.96473E+13,S,James Monroe High,Los Angeles Unified,Los Angeles,558,217,441,437,433,48,22.12
1.96473E+13,S,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,430,281,437,448,435,69,24.56
1.96473E+13,S,North Hollywood Senior High,Los Angeles Unified,Los Angeles,657,380,514,510,512,177,46.58
1.96473E+13,S,Ramona Opportunity High,Los Angeles Unified,Los Angeles,20,0,NA,NA,NA,NA,NA
1.96473E+13,S,Reseda Senior High,Los Angeles Unified,Los Angeles,482,211,454,469,454,60,28.44
1.96473E+13,S,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,545,143,392,399,396,8,5.59
1.96473E+13,S,San Fernando Senior High,Los Angeles Unified,Los Angeles,514,262,419,428,420,45,17.18
1.96473E+13,S,San Pedro Senior High,Los Angeles Unified,Los Angeles,512,247,461,461,457,82,33.2
1.96473E+13,S,South Gate Senior High,Los Angeles Unified,Los Angeles,627,348,417,425,428,48,13.79
1.96473E+13,S,Sylmar Senior High,Los Angeles Unified,Los Angeles,584,224,410,405,411,23,10.27
1.96473E+13,S,William Howard Taft Charter High,Los Angeles Unified,Los Angeles,550,265,495,513,507,135,50.94
1.96473E+13,S,University Senior High,Los Angeles Unified,Los Angeles,416,246,464,470,462,78,31.71
1.96473E+13,S,Van Nuys Senior High,Los Angeles Unified,Los Angeles,522,301,525,536,521,163,54.15
1.96473E+13,S,Venice Senior High,Los Angeles Unified,Los Angeles,411,220,497,506,490,105,47.73
1.96473E+13,S,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,425,216,451,471,441,67,31.02
1.96473E+13,S,George Washington Preparatory High,Los Angeles Unified,Los Angeles,298,128,381,371,387,11,8.59
1.96473E+13,S,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,215,153,434,429,435,32,20.92
1.96473E+13,S,Joseph Pomeroy Widney High,Los Angeles Unified,Los Angeles,162,1,*,*,*,*,*
1.96473E+13,S,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,387,214,401,405,407,28,13.08
1.96473E+13,S,John F. Kennedy High,Los Angeles Unified,Los Angeles,433,244,454,461,459,74,30.33
1.96473E+13,S,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,335,321,473,486,477,131,40.81
1.96473E+13,S,Los Angeles Unified Alternative Educatio,Los Angeles Unified,Los Angeles,516,0,NA,NA,NA,NA,NA
1.96473E+13,S,Youth Opportunities Unlimited,Los Angeles Unified,Los Angeles,127,5,*,*,*,*,*
1.96473E+13,S,Palisades Charter High,Los Angeles Unified,Los Angeles,592,456,542,552,543,295,64.69
1.96473E+13,S,City of Angels,Los Angeles Unified,Los Angeles,428,30,509,461,490,15,50
1.96473E+13,S,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,64,39,424,409,441,6,15.38
1.96473E+13,S,Elizabeth Learning Center,Los Angeles Unified,Los Angeles,160,111,430,408,434,15,13.51
1.96473E+13,S,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,68,0,NA,NA,NA,NA,NA
1.96473E+13,S,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,126,84,438,414,432,14,16.67
