,0
1480,"2, 27168, Note_on_c, 0, 56, 107
"
1481,"2, 27210, Note_on_c, 0, 34, 0
"
1482,"2, 27216, Note_on_c, 0, 46, 90
"
1483,"2, 27262, Note_on_c, 0, 46, 0
"
1484,"2, 27264, Note_on_c, 0, 63, 0
"
1485,"2, 27264, Note_on_c, 0, 60, 0
"
1486,"2, 27264, Note_on_c, 0, 56, 0
"
1487,"2, 27264, Note_on_c, 0, 63, 110
"
1488,"2, 27264, Note_on_c, 0, 34, 90
"
1489,"2, 27264, Note_on_c, 0, 55, 107
"
1490,"2, 27264, Note_on_c, 0, 58, 107
"
1491,"2, 27310, Note_on_c, 0, 34, 0
"
1492,"2, 27312, Note_on_c, 0, 46, 90
"
1493,"2, 27405, Note_on_c, 0, 46, 0
"
1494,"2, 27408, Note_on_c, 0, 63, 0
"
1495,"2, 27408, Note_on_c, 0, 55, 0
"
1496,"2, 27408, Note_on_c, 0, 58, 0
"
1497,"2, 27408, Note_on_c, 0, 65, 107
"
1498,"2, 27408, Note_on_c, 0, 34, 90
"
1499,"2, 27408, Note_on_c, 0, 70, 110
"
1500,"2, 27432, Note_on_c, 0, 65, 0
"
1501,"2, 27432, Note_on_c, 0, 66, 107
"
1502,"2, 27456, Note_on_c, 0, 66, 0
"
1503,"2, 27456, Note_on_c, 0, 67, 107
"
1504,"2, 27501, Note_on_c, 0, 34, 0
"
1505,"2, 27504, Note_on_c, 0, 70, 0
"
1506,"2, 27504, Note_on_c, 0, 67, 0
"
1507,"2, 27504, Note_on_c, 0, 70, 110
"
1508,"2, 27504, Note_on_c, 0, 46, 90
"
1509,"2, 27552, Note_on_c, 0, 70, 0
"
1510,"2, 27552, Note_on_c, 0, 70, 110
"
1511,"2, 27597, Note_on_c, 0, 46, 0
"
1512,"2, 27600, Note_on_c, 0, 70, 0
"
1513,"2, 27600, Note_on_c, 0, 34, 90
"
1514,"2, 27600, Note_on_c, 0, 67, 110
"
1515,"2, 27648, Note_on_c, 0, 67, 0
"
1516,"2, 27648, Note_on_c, 0, 70, 110
"
1517,"2, 27693, Note_on_c, 0, 34, 0
"
1518,"2, 27696, Note_on_c, 0, 46, 90
"
1519,"2, 27744, Note_on_c, 0, 70, 0
"
1520,"2, 27744, Note_on_c, 0, 67, 110
"
1521,"2, 27789, Note_on_c, 0, 46, 0
"
1522,"2, 27792, Note_on_c, 0, 34, 90
"
1523,"2, 27838, Note_on_c, 0, 34, 0
"
1524,"2, 27840, Note_on_c, 0, 67, 0
"
1525,"2, 27840, Note_on_c, 0, 56, 107
"
1526,"2, 27840, Note_on_c, 0, 34, 90
"
1527,"2, 27840, Note_on_c, 0, 63, 110
"
1528,"2, 27840, Note_on_c, 0, 60, 107
"
1529,"2, 27886, Note_on_c, 0, 34, 0
"
1530,"2, 27888, Note_on_c, 0, 56, 0
"
1531,"2, 27888, Note_on_c, 0, 63, 0
"
1532,"2, 27888, Note_on_c, 0, 60, 0
"
1533,"2, 27888, Note_on_c, 0, 63, 110
"
1534,"2, 27888, Note_on_c, 0, 34, 90
"
1535,"2, 27888, Note_on_c, 0, 60, 107
"
1536,"2, 27888, Note_on_c, 0, 56, 107
"
1537,"2, 27981, Note_on_c, 0, 34, 0
"
1538,"2, 27984, Note_on_c, 0, 63, 0
"
1539,"2, 27984, Note_on_c, 0, 60, 0
"
1540,"2, 27984, Note_on_c, 0, 56, 0
"
1541,"2, 27984, Note_on_c, 0, 63, 110
"
1542,"2, 27984, Note_on_c, 0, 58, 107
"
1543,"2, 27984, Note_on_c, 0, 46, 90
"
1544,"2, 27984, Note_on_c, 0, 55, 107
"
1545,"2, 28030, Note_on_c, 0, 46, 0
"
1546,"2, 28032, Note_on_c, 0, 34, 90
"
1547,"2, 28078, Note_on_c, 0, 34, 0
"
1548,"2, 28080, Note_on_c, 0, 46, 90
"
1549,"2, 28173, Note_on_c, 0, 46, 0
"
1550,"2, 28176, Note_on_c, 0, 63, 0
"
1551,"2, 28176, Note_on_c, 0, 58, 0
"
1552,"2, 28176, Note_on_c, 0, 55, 0
"
1553,"2, 28176, Note_on_c, 0, 70, 110
"
1554,"2, 28176, Note_on_c, 0, 34, 90
"
1555,"2, 28176, Note_on_c, 0, 65, 107
"
1556,"2, 28200, Note_on_c, 0, 65, 0
"
1557,"2, 28200, Note_on_c, 0, 66, 107
"
1558,"2, 28224, Note_on_c, 0, 66, 0
"
1559,"2, 28224, Note_on_c, 0, 67, 107
"
1560,"2, 28269, Note_on_c, 0, 34, 0
"
1561,"2, 28272, Note_on_c, 0, 70, 0
"
1562,"2, 28272, Note_on_c, 0, 67, 0
"
1563,"2, 28272, Note_on_c, 0, 70, 110
"
1564,"2, 28272, Note_on_c, 0, 46, 90
"
1565,"2, 28320, Note_on_c, 0, 70, 0
"
1566,"2, 28320, Note_on_c, 0, 70, 110
"
1567,"2, 28365, Note_on_c, 0, 46, 0
"
1568,"2, 28368, Note_on_c, 0, 70, 0
"
1569,"2, 28368, Note_on_c, 0, 34, 90
"
1570,"2, 28368, Note_on_c, 0, 67, 110
"
1571,"2, 28416, Note_on_c, 0, 67, 0
"
1572,"2, 28416, Note_on_c, 0, 67, 107
"
1573,"2, 28416, Note_on_c, 0, 72, 110
"
1574,"2, 28461, Note_on_c, 0, 34, 0
"
1575,"2, 28464, Note_on_c, 0, 46, 90
"
1576,"2, 28512, Note_on_c, 0, 67, 0
"
1577,"2, 28512, Note_on_c, 0, 72, 0
"
1578,"2, 28512, Note_on_c, 0, 70, 110
"
1579,"2, 28557, Note_on_c, 0, 46, 0
"
1580,"2, 28560, Note_on_c, 0, 34, 90
"
1581,"2, 28606, Note_on_c, 0, 34, 0
"
1582,"2, 28608, Note_on_c, 0, 70, 0
"
1583,"2, 28608, Note_on_c, 0, 60, 107
"
1584,"2, 28608, Note_on_c, 0, 56, 107
"
1585,"2, 28608, Note_on_c, 0, 34, 90
"
1586,"2, 28608, Note_on_c, 0, 63, 110
"
1587,"2, 28654, Note_on_c, 0, 34, 0
"
1588,"2, 28656, Note_on_c, 0, 60, 0
"
1589,"2, 28656, Note_on_c, 0, 56, 0
"
1590,"2, 28656, Note_on_c, 0, 63, 0
"
1591,"2, 28656, Note_on_c, 0, 63, 110
"
1592,"2, 28656, Note_on_c, 0, 60, 107
"
1593,"2, 28656, Note_on_c, 0, 34, 90
"
1594,"2, 28656, Note_on_c, 0, 56, 107
"
1595,"2, 28749, Note_on_c, 0, 34, 0
"
1596,"2, 28752, Note_on_c, 0, 63, 0
"
1597,"2, 28752, Note_on_c, 0, 60, 0
"
1598,"2, 28752, Note_on_c, 0, 56, 0
"
1599,"2, 28752, Note_on_c, 0, 46, 107
"
1600,"2, 28752, Note_on_c, 0, 63, 110
"
1601,"2, 28752, Note_on_c, 0, 34, 90
"
1602,"2, 28752, Note_on_c, 0, 55, 107
"
1603,"2, 28752, Note_on_c, 0, 58, 107
"
1604,"2, 28944, Note_on_c, 0, 63, 0
"
1605,"2, 28944, Note_on_c, 0, 55, 0
"
1606,"2, 28944, Note_on_c, 0, 58, 0
"
1607,"2, 28944, Note_on_c, 0, 70, 110
"
1608,"2, 28984, Note_on_c, 0, 34, 0
"
1609,"2, 28992, Note_on_c, 0, 46, 0
"
1610,"2, 28992, Note_on_c, 0, 34, 90
"
1611,"2, 29038, Note_on_c, 0, 34, 0
"
1612,"2, 29040, Note_on_c, 0, 46, 90
"
1613,"2, 29088, Note_on_c, 0, 70, 0
"
1614,"2, 29088, Note_on_c, 0, 70, 110
"
1615,"2, 29133, Note_on_c, 0, 46, 0
"
1616,"2, 29136, Note_on_c, 0, 34, 90
"
1617,"2, 29182, Note_on_c, 0, 34, 0
"
1618,"2, 29184, Note_on_c, 0, 70, 0
"
1619,"2, 29184, Note_on_c, 0, 34, 90
"
1620,"2, 29184, Note_on_c, 0, 65, 107
"
1621,"2, 29184, Note_on_c, 0, 70, 110
"
1622,"2, 29196, Note_on_c, 0, 65, 0
"
1623,"2, 29196, Note_on_c, 0, 66, 107
"
1624,"2, 29323, Note_on_c, 0, 34, 0
"
1625,"2, 29328, Note_on_c, 0, 46, 90
"
1626,"2, 29374, Note_on_c, 0, 46, 0
"
1627,"2, 29376, Note_on_c, 0, 70, 0
"
1628,"2, 29376, Note_on_c, 0, 66, 0
"
1629,"2, 29376, Note_on_c, 0, 60, 107
"
1630,"2, 29376, Note_on_c, 0, 56, 107
"
1631,"2, 29376, Note_on_c, 0, 63, 110
"
1632,"2, 29376, Note_on_c, 0, 34, 90
"
1633,"2, 29422, Note_on_c, 0, 34, 0
"
1634,"2, 29424, Note_on_c, 0, 60, 0
"
1635,"2, 29424, Note_on_c, 0, 56, 0
"
1636,"2, 29424, Note_on_c, 0, 63, 0
"
1637,"2, 29424, Note_on_c, 0, 60, 107
"
1638,"2, 29424, Note_on_c, 0, 34, 90
"
1639,"2, 29424, Note_on_c, 0, 56, 107
"
1640,"2, 29424, Note_on_c, 0, 63, 110
"
1641,"2, 29517, Note_on_c, 0, 34, 0
"
1642,"2, 29520, Note_on_c, 0, 60, 0
"
1643,"2, 29520, Note_on_c, 0, 56, 0
"
1644,"2, 29520, Note_on_c, 0, 63, 0
"
1645,"2, 29520, Note_on_c, 0, 63, 110
"
1646,"2, 29520, Note_on_c, 0, 34, 90
"
1647,"2, 29520, Note_on_c, 0, 55, 107
"
1648,"2, 29520, Note_on_c, 0, 58, 107
"
1649,"2, 29664, Note_on_c, 0, 63, 0
"
1650,"2, 29664, Note_on_c, 0, 55, 0
"
1651,"2, 29664, Note_on_c, 0, 58, 0
"
1652,"2, 29664, Note_on_c, 0, 68, 107
"
1653,"2, 29664, Note_on_c, 0, 73, 110
"
1654,"2, 29706, Note_on_c, 0, 34, 0
"
1655,"2, 29712, Note_on_c, 0, 68, 0
"
1656,"2, 29712, Note_on_c, 0, 73, 0
"
1657,"2, 29712, Note_on_c, 0, 70, 110
"
1658,"2, 29712, Note_on_c, 0, 46, 90
"
1659,"2, 29760, Note_on_c, 0, 70, 0
"
1660,"2, 29760, Note_on_c, 0, 73, 110
"
1661,"2, 29805, Note_on_c, 0, 46, 0
"
1662,"2, 29808, Note_on_c, 0, 73, 0
"
1663,"2, 29808, Note_on_c, 0, 68, 110
"
1664,"2, 29808, Note_on_c, 0, 34, 90
"
1665,"2, 29856, Note_on_c, 0, 68, 0
"
1666,"2, 29856, Note_on_c, 0, 70, 110
"
1667,"2, 29901, Note_on_c, 0, 34, 0
"
1668,"2, 29904, Note_on_c, 0, 70, 0
"
1669,"2, 29904, Note_on_c, 0, 73, 110
"
1670,"2, 29904, Note_on_c, 0, 46, 90
"
1671,"2, 29952, Note_on_c, 0, 73, 0
"
1672,"2, 29952, Note_on_c, 0, 68, 110
"
1673,"2, 29997, Note_on_c, 0, 46, 0
"
1674,"2, 30000, Note_on_c, 0, 68, 0
"
1675,"2, 30000, Note_on_c, 0, 34, 90
"
1676,"2, 30000, Note_on_c, 0, 70, 110
"
1677,"2, 30048, Note_on_c, 0, 70, 0
"
1678,"2, 30048, Note_on_c, 0, 73, 110
"
1679,"2, 30093, Note_on_c, 0, 34, 0
"
1680,"2, 30096, Note_on_c, 0, 73, 0
"
1681,"2, 30096, Note_on_c, 0, 68, 110
"
1682,"2, 30096, Note_on_c, 0, 46, 90
"
1683,"2, 30102, Note_on_c, 0, 68, 0
"
1684,"2, 30102, Note_on_c, 0, 70, 110
"
1685,"2, 30189, Note_on_c, 0, 46, 0
"
1686,"2, 30192, Note_on_c, 0, 70, 0
"
1687,"2, 30192, Note_on_c, 0, 63, 110
"
1688,"2, 30192, Note_on_c, 0, 60, 107
"
1689,"2, 30192, Note_on_c, 0, 56, 107
"
1690,"2, 30192, Note_on_c, 0, 46, 90
"
1691,"2, 30238, Note_on_c, 0, 46, 0
"
1692,"2, 30240, Note_on_c, 0, 63, 0
"
1693,"2, 30240, Note_on_c, 0, 60, 0
"
1694,"2, 30240, Note_on_c, 0, 56, 0
"
1695,"2, 30240, Note_on_c, 0, 46, 90
"
1696,"2, 30240, Note_on_c, 0, 56, 107
"
1697,"2, 30240, Note_on_c, 0, 60, 107
"
1698,"2, 30240, Note_on_c, 0, 63, 110
"
1699,"2, 30286, Note_on_c, 0, 46, 0
"
1700,"2, 30288, Note_on_c, 0, 56, 0
"
1701,"2, 30288, Note_on_c, 0, 60, 0
"
1702,"2, 30288, Note_on_c, 0, 63, 0
"
1703,"2, 30288, Note_on_c, 0, 56, 107
"
1704,"2, 30288, Note_on_c, 0, 46, 90
"
1705,"2, 30288, Note_on_c, 0, 60, 107
"
1706,"2, 30288, Note_on_c, 0, 63, 110
"
1707,"2, 30334, Note_on_c, 0, 46, 0
"
1708,"2, 30336, Note_on_c, 0, 56, 0
"
1709,"2, 30336, Note_on_c, 0, 60, 0
"
1710,"2, 30336, Note_on_c, 0, 63, 0
"
1711,"2, 30336, Note_on_c, 0, 34, 90
"
1712,"2, 30336, Note_on_c, 0, 58, 107
"
1713,"2, 30336, Note_on_c, 0, 46, 107
"
1714,"2, 30336, Note_on_c, 0, 55, 107
"
1715,"2, 30336, Note_on_c, 0, 63, 110
"
1716,"2, 30475, Note_on_c, 0, 34, 0
"
1717,"2, 30480, Note_on_c, 0, 58, 0
"
1718,"2, 30480, Note_on_c, 0, 46, 0
"
1719,"2, 30480, Note_on_c, 0, 55, 0
"
1720,"2, 30480, Note_on_c, 0, 63, 0
"
1721,"2, 30480, Note_on_c, 0, 73, 110
"
1722,"2, 30480, Note_on_c, 0, 46, 90
"
1723,"2, 30480, Note_on_c, 0, 68, 107
"
1724,"2, 30528, Note_on_c, 0, 73, 0
"
1725,"2, 30528, Note_on_c, 0, 68, 0
"
1726,"2, 30528, Note_on_c, 0, 70, 110
"
1727,"2, 30573, Note_on_c, 0, 46, 0
"
1728,"2, 30576, Note_on_c, 0, 70, 0
"
1729,"2, 30576, Note_on_c, 0, 73, 110
"
1730,"2, 30576, Note_on_c, 0, 34, 90
"
1731,"2, 30624, Note_on_c, 0, 73, 0
"
1732,"2, 30624, Note_on_c, 0, 68, 110
"
1733,"2, 30669, Note_on_c, 0, 34, 0
"
1734,"2, 30672, Note_on_c, 0, 68, 0
"
1735,"2, 30672, Note_on_c, 0, 46, 90
"
1736,"2, 30672, Note_on_c, 0, 70, 110
"
1737,"2, 30720, Note_on_c, 0, 70, 0
"
1738,"2, 30720, Note_on_c, 0, 73, 110
"
1739,"2, 30765, Note_on_c, 0, 46, 0
"
1740,"2, 30768, Note_on_c, 0, 73, 0
"
1741,"2, 30768, Note_on_c, 0, 68, 110
"
1742,"2, 30768, Note_on_c, 0, 34, 90
"
1743,"2, 30816, Note_on_c, 0, 68, 0
"
1744,"2, 30816, Note_on_c, 0, 72, 110
"
1745,"2, 30907, Note_on_c, 0, 34, 0
"
1746,"2, 30912, Note_on_c, 0, 72, 0
"
1747,"2, 30912, Note_on_c, 0, 63, 110
"
1748,"2, 30912, Note_on_c, 0, 46, 90
"
1749,"2, 30912, Note_on_c, 0, 60, 107
"
1750,"2, 30912, Note_on_c, 0, 56, 107
"
1751,"2, 30958, Note_on_c, 0, 46, 0
"
1752,"2, 30960, Note_on_c, 0, 63, 0
"
1753,"2, 30960, Note_on_c, 0, 60, 0
"
1754,"2, 30960, Note_on_c, 0, 56, 0
"
1755,"2, 30960, Note_on_c, 0, 46, 90
"
1756,"2, 30960, Note_on_c, 0, 60, 107
"
1757,"2, 30960, Note_on_c, 0, 56, 107
"
1758,"2, 30960, Note_on_c, 0, 63, 110
"
1759,"2, 31006, Note_on_c, 0, 46, 0
"
1760,"2, 31008, Note_on_c, 0, 60, 0
"
1761,"2, 31008, Note_on_c, 0, 56, 0
"
1762,"2, 31008, Note_on_c, 0, 63, 0
"
1763,"2, 31008, Note_on_c, 0, 46, 90
"
1764,"2, 31008, Note_on_c, 0, 63, 110
"
1765,"2, 31008, Note_on_c, 0, 56, 107
"
1766,"2, 31008, Note_on_c, 0, 60, 107
"
1767,"2, 31101, Note_on_c, 0, 46, 0
"
1768,"2, 31104, Note_on_c, 0, 63, 0
"
1769,"2, 31104, Note_on_c, 0, 56, 0
"
1770,"2, 31104, Note_on_c, 0, 60, 0
"
1771,"2, 31104, Note_on_c, 0, 55, 107
"
1772,"2, 31104, Note_on_c, 0, 34, 90
"
1773,"2, 31104, Note_on_c, 0, 63, 110
"
1774,"2, 31104, Note_on_c, 0, 58, 107
"
1775,"2, 31150, Note_on_c, 0, 34, 0
"
1776,"2, 31152, Note_on_c, 0, 46, 90
"
1777,"2, 31245, Note_on_c, 0, 46, 0
"
1778,"2, 31248, Note_on_c, 0, 55, 0
"
1779,"2, 31248, Note_on_c, 0, 63, 0
"
1780,"2, 31248, Note_on_c, 0, 58, 0
"
1781,"2, 31248, Note_on_c, 0, 73, 110
"
1782,"2, 31248, Note_on_c, 0, 68, 107
"
1783,"2, 31248, Note_on_c, 0, 34, 90
"
1784,"2, 31296, Note_on_c, 0, 73, 0
"
1785,"2, 31296, Note_on_c, 0, 68, 0
"
1786,"2, 31296, Note_on_c, 0, 70, 110
"
1787,"2, 31341, Note_on_c, 0, 34, 0
"
1788,"2, 31344, Note_on_c, 0, 70, 0
"
1789,"2, 31344, Note_on_c, 0, 73, 110
"
1790,"2, 31344, Note_on_c, 0, 46, 90
"
1791,"2, 31392, Note_on_c, 0, 73, 0
"
1792,"2, 31392, Note_on_c, 0, 68, 110
"
1793,"2, 31437, Note_on_c, 0, 46, 0
"
1794,"2, 31440, Note_on_c, 0, 68, 0
"
1795,"2, 31440, Note_on_c, 0, 70, 110
"
1796,"2, 31440, Note_on_c, 0, 34, 90
"
1797,"2, 31488, Note_on_c, 0, 70, 0
"
1798,"2, 31488, Note_on_c, 0, 73, 110
"
1799,"2, 31533, Note_on_c, 0, 34, 0
"
1800,"2, 31536, Note_on_c, 0, 73, 0
"
1801,"2, 31536, Note_on_c, 0, 68, 110
"
1802,"2, 31536, Note_on_c, 0, 46, 90
"
1803,"2, 31584, Note_on_c, 0, 68, 0
"
1804,"2, 31584, Note_on_c, 0, 70, 110
"
1805,"2, 31629, Note_on_c, 0, 46, 0
"
1806,"2, 31632, Note_on_c, 0, 34, 90
"
1807,"2, 31678, Note_on_c, 0, 34, 0
"
1808,"2, 31680, Note_on_c, 0, 70, 0
"
1809,"2, 31680, Note_on_c, 0, 63, 110
"
1810,"2, 31680, Note_on_c, 0, 60, 107
"
1811,"2, 31680, Note_on_c, 0, 34, 90
"
1812,"2, 31680, Note_on_c, 0, 56, 107
"
1813,"2, 31726, Note_on_c, 0, 34, 0
"
1814,"2, 31728, Note_on_c, 0, 63, 0
"
1815,"2, 31728, Note_on_c, 0, 60, 0
"
1816,"2, 31728, Note_on_c, 0, 56, 0
"
1817,"2, 31728, Note_on_c, 0, 60, 107
"
1818,"2, 31728, Note_on_c, 0, 63, 110
"
1819,"2, 31728, Note_on_c, 0, 34, 90
"
1820,"2, 31728, Note_on_c, 0, 56, 107
"
1821,"2, 31821, Note_on_c, 0, 34, 0
"
1822,"2, 31824, Note_on_c, 0, 60, 0
"
1823,"2, 31824, Note_on_c, 0, 63, 0
"
1824,"2, 31824, Note_on_c, 0, 56, 0
"
1825,"2, 31824, Note_on_c, 0, 58, 107
"
1826,"2, 31824, Note_on_c, 0, 34, 90
"
1827,"2, 31824, Note_on_c, 0, 63, 110
"
1828,"2, 31824, Note_on_c, 0, 55, 107
"
1829,"2, 31824, Note_on_c, 0, 46, 107
"
1830,"2, 32016, Note_on_c, 0, 58, 0
"
1831,"2, 32016, Note_on_c, 0, 63, 0
"
1832,"2, 32016, Note_on_c, 0, 55, 0
"
1833,"2, 32016, Note_on_c, 0, 68, 107
"
1834,"2, 32016, Note_on_c, 0, 73, 110
"
1835,"2, 32064, Note_on_c, 0, 68, 0
"
1836,"2, 32064, Note_on_c, 0, 73, 0
"
1837,"2, 32064, Note_on_c, 0, 70, 110
"
1838,"2, 32103, Note_on_c, 0, 34, 0
"
1839,"2, 32112, Note_on_c, 0, 46, 0
"
1840,"2, 32112, Note_on_c, 0, 70, 0
"
1841,"2, 32112, Note_on_c, 0, 73, 110
"
1842,"2, 32112, Note_on_c, 0, 46, 90
"
1843,"2, 32160, Note_on_c, 0, 73, 0
"
1844,"2, 32160, Note_on_c, 0, 68, 110
"
1845,"2, 32205, Note_on_c, 0, 46, 0
"
1846,"2, 32208, Note_on_c, 0, 68, 0
"
1847,"2, 32208, Note_on_c, 0, 70, 110
"
1848,"2, 32208, Note_on_c, 0, 34, 90
"
1849,"2, 32254, Note_on_c, 0, 34, 0
"
1850,"2, 32256, Note_on_c, 0, 70, 0
"
1851,"2, 32256, Note_on_c, 0, 73, 110
"
1852,"2, 32256, Note_on_c, 0, 34, 90
"
1853,"2, 32302, Note_on_c, 0, 34, 0
"
1854,"2, 32304, Note_on_c, 0, 73, 0
"
1855,"2, 32304, Note_on_c, 0, 46, 90
"
1856,"2, 32304, Note_on_c, 0, 68, 110
"
1857,"2, 32352, Note_on_c, 0, 68, 0
"
1858,"2, 32352, Note_on_c, 0, 70, 110
"
1859,"2, 32397, Note_on_c, 0, 46, 0
"
1860,"2, 32400, Note_on_c, 0, 34, 90
"
1861,"2, 32446, Note_on_c, 0, 34, 0
"
1862,"2, 32448, Note_on_c, 0, 70, 0
"
1863,"2, 32448, Note_on_c, 0, 60, 107
"
1864,"2, 32448, Note_on_c, 0, 56, 107
"
1865,"2, 32448, Note_on_c, 0, 34, 90
"
1866,"2, 32448, Note_on_c, 0, 63, 110
"
1867,"2, 32494, Note_on_c, 0, 34, 0
"
1868,"2, 32496, Note_on_c, 0, 60, 0
"
1869,"2, 32496, Note_on_c, 0, 56, 0
"
1870,"2, 32496, Note_on_c, 0, 63, 0
"
1871,"2, 32496, Note_on_c, 0, 56, 107
"
1872,"2, 32496, Note_on_c, 0, 63, 110
"
1873,"2, 32496, Note_on_c, 0, 34, 90
"
1874,"2, 32496, Note_on_c, 0, 60, 107
"
1875,"2, 32589, Note_on_c, 0, 34, 0
"
1876,"2, 32592, Note_on_c, 0, 56, 0
"
1877,"2, 32592, Note_on_c, 0, 63, 0
"
1878,"2, 32592, Note_on_c, 0, 60, 0
"
1879,"2, 32592, Note_on_c, 0, 58, 107
"
1880,"2, 32592, Note_on_c, 0, 55, 107
"
1881,"2, 32592, Note_on_c, 0, 63, 110
"
1882,"2, 32592, Note_on_c, 0, 34, 90
"
1883,"2, 32685, Note_on_c, 0, 34, 0
"
1884,"2, 32688, Note_on_c, 0, 46, 90
"
1885,"2, 32781, Note_on_c, 0, 46, 0
"
1886,"2, 32784, Note_on_c, 0, 34, 90
"
1887,"2, 32830, Note_on_c, 0, 34, 0
"
1888,"2, 32832, Note_on_c, 0, 58, 0
"
1889,"2, 32832, Note_on_c, 0, 55, 0
"
1890,"2, 32832, Note_on_c, 0, 63, 0
"
1891,"2, 32832, Note_on_c, 0, 34, 90
"
1892,"2, 32832, Note_on_c, 0, 60, 107
"
1893,"2, 32832, Note_on_c, 0, 56, 107
"
1894,"2, 32832, Note_on_c, 0, 63, 110
"
1895,"2, 32878, Note_on_c, 0, 34, 0
"
1896,"2, 32880, Note_on_c, 0, 46, 90
"
1897,"2, 32926, Note_on_c, 0, 46, 0
"
1898,"2, 32928, Note_on_c, 0, 60, 0
"
1899,"2, 32928, Note_on_c, 0, 56, 0
"
1900,"2, 32928, Note_on_c, 0, 63, 0
"
1901,"2, 32928, Note_on_c, 0, 56, 107
"
1902,"2, 32928, Note_on_c, 0, 63, 110
"
1903,"2, 32928, Note_on_c, 0, 60, 107
"
1904,"2, 32928, Note_on_c, 0, 34, 90
"
1905,"2, 32974, Note_on_c, 0, 34, 0
"
1906,"2, 32976, Note_on_c, 0, 46, 90
"
1907,"2, 33022, Note_on_c, 0, 46, 0
"
1908,"2, 33024, Note_on_c, 0, 56, 0
"
1909,"2, 33024, Note_on_c, 0, 63, 0
"
1910,"2, 33024, Note_on_c, 0, 60, 0
"
1911,"2, 33024, Note_on_c, 0, 63, 110
"
1912,"2, 33024, Note_on_c, 0, 55, 107
"
1913,"2, 33024, Note_on_c, 0, 58, 107
"
1914,"2, 33024, Note_on_c, 0, 34, 90
"
1915,"2, 33070, Note_on_c, 0, 34, 0
"
1916,"2, 33072, Note_on_c, 0, 46, 90
"
1917,"2, 33165, Note_on_c, 0, 46, 0
"
1918,"2, 33168, Note_on_c, 0, 63, 0
"
1919,"2, 33168, Note_on_c, 0, 55, 0
"
1920,"2, 33168, Note_on_c, 0, 58, 0
"
1921,"2, 33168, Note_on_c, 0, 34, 90
"
1922,"2, 33168, Note_on_c, 0, 56, 107
"
1923,"2, 33168, Note_on_c, 0, 60, 107
"
1924,"2, 33168, Note_on_c, 0, 63, 110
"
1925,"2, 33214, Note_on_c, 0, 34, 0
"
1926,"2, 33216, Note_on_c, 0, 56, 0
"
1927,"2, 33216, Note_on_c, 0, 60, 0
"
1928,"2, 33216, Note_on_c, 0, 63, 0
"
1929,"2, 33216, Note_on_c, 0, 60, 107
"
1930,"2, 33216, Note_on_c, 0, 56, 107
"
1931,"2, 33216, Note_on_c, 0, 63, 110
"
1932,"2, 33216, Note_on_c, 0, 34, 90
"
1933,"2, 33262, Note_on_c, 0, 34, 0
"
1934,"2, 33264, Note_on_c, 0, 60, 0
"
1935,"2, 33264, Note_on_c, 0, 56, 0
"
1936,"2, 33264, Note_on_c, 0, 63, 0
"
1937,"2, 33264, Note_on_c, 0, 46, 90
"
1938,"2, 33264, Note_on_c, 0, 60, 107
"
1939,"2, 33264, Note_on_c, 0, 56, 107
"
1940,"2, 33264, Note_on_c, 0, 63, 110
"
1941,"2, 33310, Note_on_c, 0, 46, 0
"
1942,"2, 33312, Note_on_c, 0, 34, 90
"
1943,"2, 33358, Note_on_c, 0, 34, 0
"
1944,"2, 33360, Note_on_c, 0, 60, 0
"
1945,"2, 33360, Note_on_c, 0, 56, 0
"
1946,"2, 33360, Note_on_c, 0, 63, 0
"
1947,"2, 33360, Note_on_c, 0, 46, 90
"
1948,"2, 33360, Note_on_c, 0, 58, 107
"
1949,"2, 33360, Note_on_c, 0, 55, 107
"
1950,"2, 33360, Note_on_c, 0, 63, 110
"
1951,"2, 33406, Note_on_c, 0, 46, 0
"
1952,"2, 33408, Note_on_c, 0, 34, 90
"
1953,"2, 33454, Note_on_c, 0, 34, 0
"
1954,"2, 33456, Note_on_c, 0, 46, 90
"
1955,"2, 33549, Note_on_c, 0, 46, 0
"
1956,"2, 33552, Note_on_c, 0, 58, 0
"
1957,"2, 33552, Note_on_c, 0, 55, 0
"
1958,"2, 33552, Note_on_c, 0, 63, 0
"
1959,"2, 33552, Note_on_c, 0, 60, 107
"
1960,"2, 33552, Note_on_c, 0, 56, 107
"
1961,"2, 33552, Note_on_c, 0, 63, 110
"
1962,"2, 33552, Note_on_c, 0, 46, 90
"
1963,"2, 33598, Note_on_c, 0, 46, 0
"
1964,"2, 33600, Note_on_c, 0, 60, 0
"
1965,"2, 33600, Note_on_c, 0, 56, 0
"
1966,"2, 33600, Note_on_c, 0, 63, 0
"
1967,"2, 33600, Note_on_c, 0, 34, 90
"
1968,"2, 33600, Note_on_c, 0, 63, 110
"
1969,"2, 33600, Note_on_c, 0, 56, 107
"
1970,"2, 33600, Note_on_c, 0, 60, 107
"
1971,"2, 33646, Note_on_c, 0, 34, 0
"
1972,"2, 33648, Note_on_c, 0, 46, 90
"
1973,"2, 33741, Note_on_c, 0, 46, 0
"
1974,"2, 33744, Note_on_c, 0, 63, 0
"
1975,"2, 33744, Note_on_c, 0, 56, 0
"
1976,"2, 33744, Note_on_c, 0, 60, 0
"
1977,"2, 33744, Note_on_c, 0, 46, 90
"
1978,"2, 33744, Note_on_c, 0, 60, 107
"
