,0
1335,"2, 19497, Note_on_c, 9, 83, 0
"
1336,"2, 19497, Note_on_c, 9, 37, 0
"
1337,"2, 19520, Note_on_c, 9, 36, 100
"
1338,"2, 19529, Note_on_c, 9, 36, 0
"
1339,"2, 19552, Note_on_c, 9, 36, 100
"
1340,"2, 19561, Note_on_c, 9, 36, 0
"
1341,"2, 19584, Note_on_c, 9, 59, 116
"
1342,"2, 19584, Note_on_c, 9, 83, 58
"
1343,"2, 19584, Note_on_c, 9, 36, 100
"
1344,"2, 19593, Note_on_c, 9, 59, 0
"
1345,"2, 19593, Note_on_c, 9, 83, 0
"
1346,"2, 19593, Note_on_c, 9, 36, 0
"
1347,"2, 19680, Note_on_c, 9, 44, 126
"
1348,"2, 19680, Note_on_c, 9, 37, 92
"
1349,"2, 19680, Note_on_c, 9, 83, 58
"
1350,"2, 19680, Note_on_c, 9, 36, 100
"
1351,"2, 19680, Note_on_c, 9, 59, 116
"
1352,"2, 19689, Note_on_c, 9, 44, 0
"
1353,"2, 19689, Note_on_c, 9, 37, 0
"
1354,"2, 19689, Note_on_c, 9, 83, 0
"
1355,"2, 19689, Note_on_c, 9, 36, 0
"
1356,"2, 19689, Note_on_c, 9, 59, 0
"
1357,"2, 19744, Note_on_c, 9, 59, 104
"
1358,"2, 19753, Note_on_c, 9, 59, 0
"
1359,"2, 19776, Note_on_c, 9, 59, 108
"
1360,"2, 19776, Note_on_c, 9, 83, 57
"
1361,"2, 19776, Note_on_c, 9, 36, 100
"
1362,"2, 19785, Note_on_c, 9, 59, 0
"
1363,"2, 19785, Note_on_c, 9, 83, 0
"
1364,"2, 19785, Note_on_c, 9, 36, 0
"
1365,"2, 19872, Note_on_c, 9, 59, 116
"
1366,"2, 19872, Note_on_c, 9, 44, 126
"
1367,"2, 19872, Note_on_c, 9, 83, 58
"
1368,"2, 19872, Note_on_c, 9, 37, 90
"
1369,"2, 19881, Note_on_c, 9, 59, 0
"
1370,"2, 19881, Note_on_c, 9, 44, 0
"
1371,"2, 19881, Note_on_c, 9, 83, 0
"
1372,"2, 19881, Note_on_c, 9, 37, 0
"
1373,"2, 19936, Note_on_c, 9, 36, 100
"
1374,"2, 19945, Note_on_c, 9, 36, 0
"
1375,"2, 19968, Note_on_c, 9, 59, 114
"
1376,"2, 19968, Note_on_c, 9, 83, 56
"
1377,"2, 19968, Note_on_c, 9, 36, 100
"
1378,"2, 19977, Note_on_c, 9, 59, 0
"
1379,"2, 19977, Note_on_c, 9, 83, 0
"
1380,"2, 19977, Note_on_c, 9, 36, 0
"
1381,"2, 20064, Note_on_c, 9, 44, 126
"
1382,"2, 20064, Note_on_c, 9, 59, 115
"
1383,"2, 20064, Note_on_c, 9, 83, 58
"
1384,"2, 20064, Note_on_c, 9, 37, 96
"
1385,"2, 20073, Note_on_c, 9, 44, 0
"
1386,"2, 20073, Note_on_c, 9, 59, 0
"
1387,"2, 20073, Note_on_c, 9, 83, 0
"
1388,"2, 20073, Note_on_c, 9, 37, 0
"
1389,"2, 20160, Note_on_c, 9, 59, 116
"
1390,"2, 20160, Note_on_c, 9, 83, 56
"
1391,"2, 20160, Note_on_c, 9, 36, 100
"
1392,"2, 20169, Note_on_c, 9, 59, 0
"
1393,"2, 20169, Note_on_c, 9, 83, 0
"
1394,"2, 20169, Note_on_c, 9, 36, 0
"
1395,"2, 20256, Note_on_c, 9, 59, 113
"
1396,"2, 20256, Note_on_c, 9, 83, 57
"
1397,"2, 20256, Note_on_c, 9, 44, 126
"
1398,"2, 20256, Note_on_c, 9, 37, 90
"
1399,"2, 20265, Note_on_c, 9, 59, 0
"
1400,"2, 20265, Note_on_c, 9, 83, 0
"
1401,"2, 20265, Note_on_c, 9, 44, 0
"
1402,"2, 20265, Note_on_c, 9, 37, 0
"
1403,"2, 20320, Note_on_c, 9, 59, 105
"
1404,"2, 20320, Note_on_c, 9, 36, 100
"
1405,"2, 20329, Note_on_c, 9, 59, 0
"
1406,"2, 20329, Note_on_c, 9, 36, 0
"
1407,"2, 20352, Note_on_c, 9, 59, 111
"
1408,"2, 20352, Note_on_c, 9, 83, 57
"
1409,"2, 20352, Note_on_c, 9, 36, 100
"
1410,"2, 20361, Note_on_c, 9, 59, 0
"
1411,"2, 20361, Note_on_c, 9, 83, 0
"
1412,"2, 20361, Note_on_c, 9, 36, 0
"
1413,"2, 20416, Note_on_c, 9, 59, 111
"
1414,"2, 20416, Note_on_c, 9, 37, 91
"
1415,"2, 20425, Note_on_c, 9, 59, 0
"
1416,"2, 20425, Note_on_c, 9, 37, 0
"
1417,"2, 20448, Note_on_c, 9, 59, 115
"
1418,"2, 20448, Note_on_c, 9, 83, 57
"
1419,"2, 20448, Note_on_c, 9, 36, 100
"
1420,"2, 20448, Note_on_c, 9, 44, 125
"
1421,"2, 20457, Note_on_c, 9, 59, 0
"
1422,"2, 20457, Note_on_c, 9, 83, 0
"
1423,"2, 20457, Note_on_c, 9, 36, 0
"
1424,"2, 20457, Note_on_c, 9, 44, 0
"
1425,"2, 20512, Note_on_c, 9, 59, 105
"
1426,"2, 20512, Note_on_c, 9, 37, 92
"
1427,"2, 20521, Note_on_c, 9, 59, 0
"
1428,"2, 20521, Note_on_c, 9, 37, 0
"
1429,"2, 20544, Note_on_c, 9, 83, 57
"
1430,"2, 20544, Note_on_c, 9, 36, 100
"
1431,"2, 20544, Note_on_c, 9, 59, 116
"
1432,"2, 20553, Note_on_c, 9, 83, 0
"
1433,"2, 20553, Note_on_c, 9, 36, 0
"
1434,"2, 20553, Note_on_c, 9, 59, 0
"
1435,"2, 20640, Note_on_c, 9, 83, 57
"
1436,"2, 20640, Note_on_c, 9, 59, 115
"
1437,"2, 20640, Note_on_c, 9, 44, 126
"
1438,"2, 20640, Note_on_c, 9, 37, 94
"
1439,"2, 20649, Note_on_c, 9, 83, 0
"
1440,"2, 20649, Note_on_c, 9, 59, 0
"
1441,"2, 20649, Note_on_c, 9, 44, 0
"
1442,"2, 20649, Note_on_c, 9, 37, 0
"
1443,"2, 20704, Note_on_c, 9, 59, 106
"
1444,"2, 20704, Note_on_c, 9, 36, 100
"
1445,"2, 20713, Note_on_c, 9, 59, 0
"
1446,"2, 20713, Note_on_c, 9, 36, 0
"
1447,"2, 20736, Note_on_c, 9, 59, 106
"
1448,"2, 20736, Note_on_c, 9, 83, 57
"
1449,"2, 20736, Note_on_c, 9, 36, 100
"
1450,"2, 20745, Note_on_c, 9, 59, 0
"
1451,"2, 20745, Note_on_c, 9, 83, 0
"
1452,"2, 20745, Note_on_c, 9, 36, 0
"
1453,"2, 20832, Note_on_c, 9, 83, 57
"
1454,"2, 20832, Note_on_c, 9, 36, 100
"
1455,"2, 20832, Note_on_c, 9, 59, 116
"
1456,"2, 20832, Note_on_c, 9, 44, 126
"
1457,"2, 20832, Note_on_c, 9, 37, 93
"
1458,"2, 20841, Note_on_c, 9, 83, 0
"
1459,"2, 20841, Note_on_c, 9, 36, 0
"
1460,"2, 20841, Note_on_c, 9, 59, 0
"
1461,"2, 20841, Note_on_c, 9, 44, 0
"
1462,"2, 20841, Note_on_c, 9, 37, 0
"
1463,"2, 20896, Note_on_c, 9, 59, 107
"
1464,"2, 20905, Note_on_c, 9, 59, 0
"
1465,"2, 20928, Note_on_c, 9, 59, 108
"
1466,"2, 20928, Note_on_c, 9, 83, 58
"
1467,"2, 20928, Note_on_c, 9, 36, 100
"
1468,"2, 20937, Note_on_c, 9, 59, 0
"
1469,"2, 20937, Note_on_c, 9, 83, 0
"
1470,"2, 20937, Note_on_c, 9, 36, 0
"
1471,"2, 21024, Note_on_c, 9, 59, 109
"
1472,"2, 21024, Note_on_c, 9, 37, 92
"
1473,"2, 21024, Note_on_c, 9, 44, 126
"
1474,"2, 21024, Note_on_c, 9, 83, 58
"
1475,"2, 21033, Note_on_c, 9, 59, 0
"
1476,"2, 21033, Note_on_c, 9, 37, 0
"
1477,"2, 21033, Note_on_c, 9, 44, 0
"
1478,"2, 21033, Note_on_c, 9, 83, 0
"
1479,"2, 21088, Note_on_c, 9, 59, 107
"
1480,"2, 21088, Note_on_c, 9, 36, 100
"
1481,"2, 21097, Note_on_c, 9, 59, 0
"
1482,"2, 21097, Note_on_c, 9, 36, 0
"
1483,"2, 21120, Note_on_c, 9, 59, 91
"
1484,"2, 21120, Note_on_c, 9, 83, 57
"
1485,"2, 21120, Note_on_c, 9, 36, 100
"
1486,"2, 21129, Note_on_c, 9, 59, 0
"
1487,"2, 21129, Note_on_c, 9, 83, 0
"
1488,"2, 21129, Note_on_c, 9, 36, 0
"
1489,"2, 21184, Note_on_c, 9, 59, 111
"
1490,"2, 21193, Note_on_c, 9, 59, 0
"
1491,"2, 21216, Note_on_c, 9, 59, 112
"
1492,"2, 21216, Note_on_c, 9, 44, 126
"
1493,"2, 21216, Note_on_c, 9, 37, 93
"
1494,"2, 21216, Note_on_c, 9, 83, 57
"
1495,"2, 21216, Note_on_c, 9, 36, 100
"
1496,"2, 21225, Note_on_c, 9, 59, 0
"
1497,"2, 21225, Note_on_c, 9, 44, 0
"
1498,"2, 21225, Note_on_c, 9, 37, 0
"
1499,"2, 21225, Note_on_c, 9, 83, 0
"
1500,"2, 21225, Note_on_c, 9, 36, 0
"
1501,"2, 21312, Note_on_c, 9, 59, 115
"
1502,"2, 21312, Note_on_c, 9, 83, 57
"
1503,"2, 21312, Note_on_c, 9, 36, 100
"
1504,"2, 21321, Note_on_c, 9, 59, 0
"
1505,"2, 21321, Note_on_c, 9, 83, 0
"
1506,"2, 21321, Note_on_c, 9, 36, 0
"
1507,"2, 21408, Note_on_c, 9, 59, 116
"
1508,"2, 21408, Note_on_c, 9, 44, 126
"
1509,"2, 21408, Note_on_c, 9, 83, 57
"
1510,"2, 21408, Note_on_c, 9, 37, 85
"
1511,"2, 21417, Note_on_c, 9, 59, 0
"
1512,"2, 21417, Note_on_c, 9, 44, 0
"
1513,"2, 21417, Note_on_c, 9, 83, 0
"
1514,"2, 21417, Note_on_c, 9, 37, 0
"
1515,"2, 21472, Note_on_c, 9, 59, 107
"
1516,"2, 21472, Note_on_c, 9, 36, 100
"
1517,"2, 21481, Note_on_c, 9, 59, 0
"
1518,"2, 21481, Note_on_c, 9, 36, 0
"
1519,"2, 21504, Note_on_c, 9, 59, 111
"
1520,"2, 21504, Note_on_c, 9, 83, 57
"
1521,"2, 21504, Note_on_c, 9, 36, 100
"
1522,"2, 21513, Note_on_c, 9, 59, 0
"
1523,"2, 21513, Note_on_c, 9, 83, 0
"
1524,"2, 21513, Note_on_c, 9, 36, 0
"
1525,"2, 21600, Note_on_c, 9, 59, 116
"
1526,"2, 21600, Note_on_c, 9, 37, 91
"
1527,"2, 21600, Note_on_c, 9, 44, 126
"
1528,"2, 21600, Note_on_c, 9, 83, 58
"
1529,"2, 21609, Note_on_c, 9, 59, 0
"
1530,"2, 21609, Note_on_c, 9, 37, 0
"
1531,"2, 21609, Note_on_c, 9, 44, 0
"
1532,"2, 21609, Note_on_c, 9, 83, 0
"
1533,"2, 21696, Note_on_c, 9, 59, 115
"
1534,"2, 21696, Note_on_c, 9, 83, 57
"
1535,"2, 21696, Note_on_c, 9, 36, 100
"
1536,"2, 21705, Note_on_c, 9, 59, 0
"
1537,"2, 21705, Note_on_c, 9, 83, 0
"
1538,"2, 21705, Note_on_c, 9, 36, 0
"
1539,"2, 21792, Note_on_c, 9, 59, 116
"
1540,"2, 21792, Note_on_c, 9, 44, 126
"
1541,"2, 21792, Note_on_c, 9, 37, 86
"
1542,"2, 21792, Note_on_c, 9, 83, 57
"
1543,"2, 21792, Note_on_c, 9, 36, 100
"
1544,"2, 21801, Note_on_c, 9, 59, 0
"
1545,"2, 21801, Note_on_c, 9, 44, 0
"
1546,"2, 21801, Note_on_c, 9, 37, 0
"
1547,"2, 21801, Note_on_c, 9, 83, 0
"
1548,"2, 21801, Note_on_c, 9, 36, 0
"
1549,"2, 21856, Note_on_c, 9, 59, 106
"
1550,"2, 21865, Note_on_c, 9, 59, 0
"
1551,"2, 21888, Note_on_c, 9, 59, 111
"
1552,"2, 21888, Note_on_c, 9, 83, 57
"
1553,"2, 21888, Note_on_c, 9, 36, 100
"
1554,"2, 21897, Note_on_c, 9, 59, 0
"
1555,"2, 21897, Note_on_c, 9, 83, 0
"
1556,"2, 21897, Note_on_c, 9, 36, 0
"
1557,"2, 21952, Note_on_c, 9, 37, 94
"
1558,"2, 21961, Note_on_c, 9, 37, 0
"
1559,"2, 21984, Note_on_c, 9, 44, 123
"
1560,"2, 21984, Note_on_c, 9, 59, 117
"
1561,"2, 21984, Note_on_c, 9, 83, 58
"
1562,"2, 21984, Note_on_c, 9, 36, 100
"
1563,"2, 21993, Note_on_c, 9, 44, 0
"
1564,"2, 21993, Note_on_c, 9, 59, 0
"
1565,"2, 21993, Note_on_c, 9, 83, 0
"
1566,"2, 21993, Note_on_c, 9, 36, 0
"
1567,"2, 22048, Note_on_c, 9, 37, 92
"
1568,"2, 22057, Note_on_c, 9, 37, 0
"
1569,"2, 22080, Note_on_c, 9, 83, 57
"
1570,"2, 22080, Note_on_c, 9, 36, 100
"
1571,"2, 22080, Note_on_c, 9, 59, 111
"
1572,"2, 22089, Note_on_c, 9, 83, 0
"
1573,"2, 22089, Note_on_c, 9, 36, 0
"
1574,"2, 22089, Note_on_c, 9, 59, 0
"
1575,"2, 22176, Note_on_c, 9, 44, 126
"
1576,"2, 22176, Note_on_c, 9, 83, 58
"
1577,"2, 22176, Note_on_c, 9, 37, 91
"
1578,"2, 22176, Note_on_c, 9, 59, 117
"
1579,"2, 22185, Note_on_c, 9, 44, 0
"
1580,"2, 22185, Note_on_c, 9, 83, 0
"
1581,"2, 22185, Note_on_c, 9, 37, 0
"
1582,"2, 22185, Note_on_c, 9, 59, 0
"
1583,"2, 22240, Note_on_c, 9, 36, 100
"
1584,"2, 22240, Note_on_c, 9, 59, 108
"
1585,"2, 22249, Note_on_c, 9, 36, 0
"
1586,"2, 22249, Note_on_c, 9, 59, 0
"
1587,"2, 22272, Note_on_c, 9, 83, 57
"
1588,"2, 22272, Note_on_c, 9, 36, 100
"
1589,"2, 22272, Note_on_c, 9, 59, 111
"
1590,"2, 22281, Note_on_c, 9, 83, 0
"
1591,"2, 22281, Note_on_c, 9, 36, 0
"
1592,"2, 22281, Note_on_c, 9, 59, 0
"
1593,"2, 22368, Note_on_c, 9, 83, 57
"
1594,"2, 22368, Note_on_c, 9, 59, 117
"
1595,"2, 22368, Note_on_c, 9, 37, 97
"
1596,"2, 22368, Note_on_c, 9, 44, 125
"
1597,"2, 22377, Note_on_c, 9, 83, 0
"
1598,"2, 22377, Note_on_c, 9, 59, 0
"
1599,"2, 22377, Note_on_c, 9, 37, 0
"
1600,"2, 22377, Note_on_c, 9, 44, 0
"
1601,"2, 22464, Note_on_c, 9, 59, 114
"
1602,"2, 22464, Note_on_c, 9, 83, 56
"
1603,"2, 22464, Note_on_c, 9, 36, 100
"
1604,"2, 22473, Note_on_c, 9, 59, 0
"
1605,"2, 22473, Note_on_c, 9, 83, 0
"
1606,"2, 22473, Note_on_c, 9, 36, 0
"
1607,"2, 22560, Note_on_c, 9, 83, 58
"
1608,"2, 22560, Note_on_c, 9, 59, 116
"
1609,"2, 22560, Note_on_c, 9, 44, 125
"
1610,"2, 22560, Note_on_c, 9, 37, 91
"
1611,"2, 22569, Note_on_c, 9, 83, 0
"
1612,"2, 22569, Note_on_c, 9, 59, 0
"
1613,"2, 22569, Note_on_c, 9, 44, 0
"
1614,"2, 22569, Note_on_c, 9, 37, 0
"
1615,"2, 22624, Note_on_c, 9, 36, 100
"
1616,"2, 22624, Note_on_c, 9, 59, 109
"
1617,"2, 22633, Note_on_c, 9, 36, 0
"
1618,"2, 22633, Note_on_c, 9, 59, 0
"
1619,"2, 22656, Note_on_c, 9, 59, 99
"
1620,"2, 22656, Note_on_c, 9, 83, 57
"
1621,"2, 22656, Note_on_c, 9, 36, 100
"
1622,"2, 22665, Note_on_c, 9, 59, 0
"
1623,"2, 22665, Note_on_c, 9, 83, 0
"
1624,"2, 22665, Note_on_c, 9, 36, 0
"
1625,"2, 22720, Note_on_c, 9, 59, 108
"
1626,"2, 22720, Note_on_c, 9, 37, 89
"
1627,"2, 22729, Note_on_c, 9, 59, 0
"
1628,"2, 22729, Note_on_c, 9, 37, 0
"
1629,"2, 22752, Note_on_c, 9, 59, 115
"
1630,"2, 22752, Note_on_c, 9, 83, 57
"
1631,"2, 22752, Note_on_c, 9, 36, 100
"
1632,"2, 22752, Note_on_c, 9, 44, 126
"
1633,"2, 22761, Note_on_c, 9, 59, 0
"
1634,"2, 22761, Note_on_c, 9, 83, 0
"
1635,"2, 22761, Note_on_c, 9, 36, 0
"
1636,"2, 22761, Note_on_c, 9, 44, 0
"
1637,"2, 22816, Note_on_c, 9, 37, 94
"
1638,"2, 22816, Note_on_c, 9, 59, 99
"
1639,"2, 22825, Note_on_c, 9, 37, 0
"
1640,"2, 22825, Note_on_c, 9, 59, 0
"
1641,"2, 22848, Note_on_c, 9, 83, 58
"
1642,"2, 22848, Note_on_c, 9, 36, 100
"
1643,"2, 22848, Note_on_c, 9, 59, 117
"
1644,"2, 22857, Note_on_c, 9, 83, 0
"
1645,"2, 22857, Note_on_c, 9, 36, 0
"
1646,"2, 22857, Note_on_c, 9, 59, 0
"
1647,"2, 22944, Note_on_c, 9, 83, 58
"
1648,"2, 22944, Note_on_c, 9, 36, 100
"
1649,"2, 22944, Note_on_c, 9, 44, 126
"
1650,"2, 22944, Note_on_c, 9, 37, 92
"
1651,"2, 22944, Note_on_c, 9, 59, 119
"
1652,"2, 22953, Note_on_c, 9, 83, 0
"
1653,"2, 22953, Note_on_c, 9, 36, 0
"
1654,"2, 22953, Note_on_c, 9, 44, 0
"
1655,"2, 22953, Note_on_c, 9, 37, 0
"
1656,"2, 22953, Note_on_c, 9, 59, 0
"
1657,"2, 23040, Note_on_c, 9, 59, 116
"
1658,"2, 23040, Note_on_c, 9, 83, 57
"
1659,"2, 23040, Note_on_c, 9, 36, 100
"
1660,"2, 23049, Note_on_c, 9, 59, 0
"
1661,"2, 23049, Note_on_c, 9, 83, 0
"
1662,"2, 23049, Note_on_c, 9, 36, 0
"
1663,"2, 23136, Note_on_c, 9, 59, 113
"
1664,"2, 23136, Note_on_c, 9, 83, 55
"
1665,"2, 23136, Note_on_c, 9, 44, 126
"
1666,"2, 23136, Note_on_c, 9, 37, 92
"
1667,"2, 23145, Note_on_c, 9, 59, 0
"
1668,"2, 23145, Note_on_c, 9, 83, 0
"
1669,"2, 23145, Note_on_c, 9, 44, 0
"
1670,"2, 23145, Note_on_c, 9, 37, 0
"
1671,"2, 23200, Note_on_c, 9, 59, 111
"
1672,"2, 23200, Note_on_c, 9, 36, 100
"
1673,"2, 23209, Note_on_c, 9, 59, 0
"
1674,"2, 23209, Note_on_c, 9, 36, 0
"
1675,"2, 23232, Note_on_c, 9, 59, 110
"
1676,"2, 23232, Note_on_c, 9, 83, 57
"
1677,"2, 23232, Note_on_c, 9, 36, 100
"
1678,"2, 23241, Note_on_c, 9, 59, 0
"
1679,"2, 23241, Note_on_c, 9, 83, 0
"
1680,"2, 23241, Note_on_c, 9, 36, 0
"
1681,"2, 23328, Note_on_c, 9, 44, 126
"
1682,"2, 23328, Note_on_c, 9, 59, 117
"
1683,"2, 23328, Note_on_c, 9, 83, 57
"
1684,"2, 23328, Note_on_c, 9, 37, 93
"
1685,"2, 23337, Note_on_c, 9, 44, 0
"
1686,"2, 23337, Note_on_c, 9, 59, 0
"
1687,"2, 23337, Note_on_c, 9, 83, 0
"
1688,"2, 23337, Note_on_c, 9, 37, 0
"
1689,"2, 23392, Note_on_c, 9, 36, 100
"
1690,"2, 23401, Note_on_c, 9, 36, 0
"
1691,"2, 23424, Note_on_c, 9, 59, 117
"
1692,"2, 23424, Note_on_c, 9, 83, 56
"
1693,"2, 23424, Note_on_c, 9, 36, 100
"
1694,"2, 23433, Note_on_c, 9, 59, 0
"
1695,"2, 23433, Note_on_c, 9, 83, 0
"
1696,"2, 23433, Note_on_c, 9, 36, 0
"
1697,"2, 23520, Note_on_c, 9, 83, 57
"
1698,"2, 23520, Note_on_c, 9, 36, 100
"
1699,"2, 23520, Note_on_c, 9, 59, 115
"
1700,"2, 23520, Note_on_c, 9, 44, 126
"
1701,"2, 23520, Note_on_c, 9, 37, 88
"
1702,"2, 23529, Note_on_c, 9, 83, 0
"
1703,"2, 23529, Note_on_c, 9, 36, 0
"
1704,"2, 23529, Note_on_c, 9, 59, 0
"
1705,"2, 23529, Note_on_c, 9, 44, 0
"
1706,"2, 23529, Note_on_c, 9, 37, 0
"
1707,"2, 23616, Note_on_c, 9, 59, 117
"
1708,"2, 23616, Note_on_c, 9, 83, 58
"
1709,"2, 23616, Note_on_c, 9, 36, 100
"
1710,"2, 23625, Note_on_c, 9, 59, 0
"
1711,"2, 23625, Note_on_c, 9, 83, 0
"
1712,"2, 23625, Note_on_c, 9, 36, 0
"
1713,"2, 23712, Note_on_c, 9, 83, 56
"
1714,"2, 23712, Note_on_c, 9, 59, 112
"
1715,"2, 23712, Note_on_c, 9, 44, 126
"
1716,"2, 23712, Note_on_c, 9, 37, 90
"
1717,"2, 23721, Note_on_c, 9, 83, 0
"
1718,"2, 23721, Note_on_c, 9, 59, 0
"
1719,"2, 23721, Note_on_c, 9, 44, 0
"
1720,"2, 23721, Note_on_c, 9, 37, 0
"
1721,"2, 23776, Note_on_c, 9, 59, 109
"
1722,"2, 23785, Note_on_c, 9, 59, 0
"
1723,"2, 23808, Note_on_c, 9, 59, 107
"
1724,"2, 23808, Note_on_c, 9, 83, 58
"
1725,"2, 23808, Note_on_c, 9, 36, 100
"
1726,"2, 23817, Note_on_c, 9, 59, 0
"
1727,"2, 23817, Note_on_c, 9, 83, 0
"
1728,"2, 23817, Note_on_c, 9, 36, 0
"
1729,"2, 23904, Note_on_c, 9, 83, 58
"
1730,"2, 23904, Note_on_c, 9, 59, 117
"
1731,"2, 23904, Note_on_c, 9, 44, 126
"
1732,"2, 23904, Note_on_c, 9, 37, 85
"
1733,"2, 23913, Note_on_c, 9, 83, 0
"
1734,"2, 23913, Note_on_c, 9, 59, 0
"
1735,"2, 23913, Note_on_c, 9, 44, 0
"
1736,"2, 23913, Note_on_c, 9, 37, 0
"
1737,"2, 23968, Note_on_c, 9, 59, 108
"
1738,"2, 23977, Note_on_c, 9, 59, 0
"
1739,"2, 24000, Note_on_c, 9, 83, 57
"
1740,"2, 24000, Note_on_c, 9, 36, 100
"
1741,"2, 24000, Note_on_c, 9, 59, 103
"
1742,"2, 24009, Note_on_c, 9, 83, 0
"
1743,"2, 24009, Note_on_c, 9, 36, 0
"
1744,"2, 24009, Note_on_c, 9, 59, 0
"
1745,"2, 24096, Note_on_c, 9, 83, 57
"
1746,"2, 24096, Note_on_c, 9, 59, 116
"
1747,"2, 24096, Note_on_c, 9, 37, 94
"
1748,"2, 24096, Note_on_c, 9, 44, 126
"
1749,"2, 24105, Note_on_c, 9, 83, 0
"
1750,"2, 24105, Note_on_c, 9, 59, 0
"
1751,"2, 24105, Note_on_c, 9, 37, 0
"
1752,"2, 24105, Note_on_c, 9, 44, 0
"
1753,"2, 24160, Note_on_c, 9, 36, 100
"
1754,"2, 24160, Note_on_c, 9, 59, 104
"
1755,"2, 24169, Note_on_c, 9, 36, 0
"
1756,"2, 24169, Note_on_c, 9, 59, 0
"
1757,"2, 24192, Note_on_c, 9, 59, 106
"
1758,"2, 24192, Note_on_c, 9, 83, 56
"
1759,"2, 24192, Note_on_c, 9, 36, 100
"
1760,"2, 24201, Note_on_c, 9, 59, 0
"
1761,"2, 24201, Note_on_c, 9, 83, 0
"
1762,"2, 24201, Note_on_c, 9, 36, 0
"
1763,"2, 24256, Note_on_c, 9, 59, 111
"
1764,"2, 24265, Note_on_c, 9, 59, 0
"
1765,"2, 24288, Note_on_c, 9, 83, 56
"
1766,"2, 24288, Note_on_c, 9, 59, 117
"
1767,"2, 24288, Note_on_c, 9, 44, 127
"
1768,"2, 24288, Note_on_c, 9, 37, 82
"
1769,"2, 24297, Note_on_c, 9, 83, 0
"
1770,"2, 24297, Note_on_c, 9, 59, 0
"
1771,"2, 24297, Note_on_c, 9, 44, 0
"
1772,"2, 24297, Note_on_c, 9, 37, 0
"
1773,"2, 24320, Note_on_c, 9, 36, 100
"
1774,"2, 24329, Note_on_c, 9, 36, 0
"
1775,"2, 24352, Note_on_c, 9, 59, 69
"
1776,"2, 24352, Note_on_c, 9, 36, 100
"
1777,"2, 24361, Note_on_c, 9, 59, 0
"
1778,"2, 24361, Note_on_c, 9, 36, 0
"
1779,"2, 24384, Note_on_c, 9, 59, 113
"
1780,"2, 24384, Note_on_c, 9, 83, 58
"
1781,"2, 24384, Note_on_c, 9, 36, 100
"
1782,"2, 24393, Note_on_c, 9, 59, 0
"
1783,"2, 24393, Note_on_c, 9, 83, 0
"
1784,"2, 24393, Note_on_c, 9, 36, 0
"
1785,"2, 24480, Note_on_c, 9, 59, 117
"
1786,"2, 24480, Note_on_c, 9, 37, 91
"
1787,"2, 24480, Note_on_c, 9, 83, 58
"
1788,"2, 24480, Note_on_c, 9, 44, 126
"
1789,"2, 24489, Note_on_c, 9, 59, 0
"
1790,"2, 24489, Note_on_c, 9, 37, 0
"
1791,"2, 24489, Note_on_c, 9, 83, 0
"
1792,"2, 24489, Note_on_c, 9, 44, 0
"
1793,"2, 24544, Note_on_c, 9, 59, 112
"
1794,"2, 24544, Note_on_c, 9, 36, 100
"
1795,"2, 24553, Note_on_c, 9, 59, 0
"
1796,"2, 24553, Note_on_c, 9, 36, 0
"
1797,"2, 24576, Note_on_c, 9, 59, 111
"
1798,"2, 24576, Note_on_c, 9, 83, 57
"
1799,"2, 24576, Note_on_c, 9, 36, 100
"
1800,"2, 24585, Note_on_c, 9, 59, 0
"
1801,"2, 24585, Note_on_c, 9, 83, 0
"
1802,"2, 24585, Note_on_c, 9, 36, 0
"
1803,"2, 24672, Note_on_c, 9, 83, 56
"
1804,"2, 24672, Note_on_c, 9, 59, 117
"
1805,"2, 24672, Note_on_c, 9, 44, 126
"
1806,"2, 24672, Note_on_c, 9, 37, 89
"
1807,"2, 24681, Note_on_c, 9, 83, 0
"
1808,"2, 24681, Note_on_c, 9, 59, 0
"
1809,"2, 24681, Note_on_c, 9, 44, 0
"
1810,"2, 24681, Note_on_c, 9, 37, 0
"
1811,"2, 24736, Note_on_c, 9, 59, 94
"
1812,"2, 24745, Note_on_c, 9, 59, 0
"
1813,"2, 24768, Note_on_c, 9, 59, 112
"
1814,"2, 24768, Note_on_c, 9, 83, 57
"
1815,"2, 24768, Note_on_c, 9, 36, 100
"
1816,"2, 24777, Note_on_c, 9, 59, 0
"
1817,"2, 24777, Note_on_c, 9, 83, 0
"
1818,"2, 24777, Note_on_c, 9, 36, 0
"
1819,"2, 24832, Note_on_c, 9, 59, 110
"
1820,"2, 24832, Note_on_c, 9, 36, 100
"
1821,"2, 24841, Note_on_c, 9, 59, 0
"
1822,"2, 24841, Note_on_c, 9, 36, 0
"
1823,"2, 24864, Note_on_c, 9, 59, 114
"
1824,"2, 24864, Note_on_c, 9, 83, 56
"
1825,"2, 24864, Note_on_c, 9, 44, 126
"
1826,"2, 24864, Note_on_c, 9, 37, 92
"
1827,"2, 24873, Note_on_c, 9, 59, 0
"
1828,"2, 24873, Note_on_c, 9, 83, 0
"
1829,"2, 24873, Note_on_c, 9, 44, 0
"
1830,"2, 24873, Note_on_c, 9, 37, 0
"
1831,"2, 24928, Note_on_c, 9, 59, 103
"
1832,"2, 24928, Note_on_c, 9, 36, 100
"
1833,"2, 24937, Note_on_c, 9, 59, 0
"
